$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K,$<Performance,$<obj2
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.502896333333,4
0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.568212307692,6
0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3.26764964103,8
0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.539444589744,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,6.51271964103,7
0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,5.85660738462,8
0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,6.5092924359,8
0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,5.870778,9
0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,6.53109484615,8
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,6.51166176923,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,5.87087387179,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,5.84491694872,10
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.467633153846,7
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.374817641026,7
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0.526568538462,8
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.474230538462,8
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0.533739923077,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,6.54155320513,8
0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,6.55013617949,9
0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,5.86363853846,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,5.86165973684,10
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0.478926921053,8
0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.528323051282,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,6.52198284615,9
0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2.03291538462,8
0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,5.85854202564,10
0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0.478703692308,9
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,6.5300985641,10
0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0.532215589744,10
0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,5.84551712821,11
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.478544333333,4
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,10.7562264103,5
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0.754641473684,5
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,10.9212162308,6
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0.501547205128,5
0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0.386080631579,8
0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0.751386666667,6
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,10.7736278974,6
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,10.9093499487,7
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0.510615487179,5
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,10.7249887436,6
0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.499134230769,6
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,10.7364329231,7
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0.756163307692,6
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0.742023820513,7
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,10.9029474474,7
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,2.08431376923,9
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,10.9054147632,8
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.502242282051,5
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,10.731418641,6
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0.734729461538,6
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,10.8926092821,7
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0.501298128205,6
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0.741280897436,7
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,10.7425747692,7
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,10.91743365,8
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0.503099025641,6
0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.526405769231,7
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,10.7292004359,7
0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0.497255897436,7
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,10.7241724211,8
0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0.747503102564,7
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0.747416210526,8
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,10.9249083947,8
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,10.9099363421,9
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.508516763158,5
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,10.7475049231,6
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0.772647,6
0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0.577441076923,8
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,10.943653,7
0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0.510209459459,6
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0.771137871795,7
0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,10.7449976053,7
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,10.9276094103,8
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0.512415421053,6
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,10.7029561316,7
0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0.517968473684,7
0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,10.7099706923,8
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0.750785794872,7
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0.376276605263,8
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0.762558410256,8
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,10.9009974737,8
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,10.9158494103,9
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0.520309923077,6
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,10.7397864103,7
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0.771518435897,7
0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,10.93962545,8
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.520164128205,7
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0.756900763158,8
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,10.7072054615,8
