$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K,$<MainMemory,$<obj2
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1620.8,4
0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1646.8,6
0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1702.4,8
0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1586.8,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1686.4,7
0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1617.2,8
0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1702.0,8
0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1612.4,9
0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1710.0,8
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1710.4,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1633.2,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1618.0,10
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1666.0,7
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1611.6,7
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1609.6,8
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1678.8,8
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1621.6,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1742.0,8
0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1754.0,9
0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1627.6,9
0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1659.2,10
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1673.2,8
0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1621.6,9
0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1749.6,9
0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1682.4,8
0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1651.6,10
0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1673.2,9
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1766.4,10
0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1628.0,10
0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1675.2,11
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1582.0,4
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1610.4,5
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1581.2,5
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1616.4,6
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1597.6,5
0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1637.6,8
0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1577.2,6
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1615.6,6
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1624.0,7
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1593.2,5
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1639.6,6
0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1605.2,6
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1634.0,7
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1557.6,6
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1594.0,7
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1616.4,7
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1686.0,9
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1632.4,8
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1612.4,5
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1629.6,6
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1608.4,6
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1655.6,7
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1619.2,6
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1621.6,7
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1682.4,7
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1661.6,8
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1615.6,6
0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1674.0,7
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1658.0,7
0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1612.8,7
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1656.0,8
0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1624.4,7
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1620.0,8
0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1666.8,8
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1672.8,9
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1589.6,5
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1616.4,6
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1588.8,6
0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1683.2,8
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1617.2,7
0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1606.4,6
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1574.4,7
0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1636.4,7
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1627.6,8
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1630.8,6
0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1715.6,7
0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1639.6,7
0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1724.0,8
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1612.4,7
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1666.8,8
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1620.0,8
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1636.4,8
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1668.8,9
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1591.2,6
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1642.0,7
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1585.6,7
0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1614.0,8
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1628.0,7
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1612.4,8
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1716.8,8
0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1672.8,9
0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1663.6,9
0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1607.6,7
0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1626.4,8
0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1629.6,8
0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1729.2,9
0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1588.0,8
0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1627.6,9
0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1631.2,9
0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1673.6,10
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1585.6,5
0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1746.8,8
0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1622.0,6
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1581.2,6
0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1620.4,7
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1602.8,6
0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1580.8,7
0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1613.6,7
0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1604.8,8
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1600.8,6
0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1640.0,7
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1602.0,7
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1618.0,6
0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1730.0,9
0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1634.0,8
0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1569.2,7
0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1597.2,8
0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1617.6,8
0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1629.2,9
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1584.8,6
0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1622.0,7
0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1587.6,7
0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1613.2,8
0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1600.8,7
0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1755.6,9
0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1593.6,8
0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1627.6,8
0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1620.8,9
0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1608.0,7
0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1640.0,8
0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1596.0,8
0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1644.8,9
0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1576.4,8
0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1592.8,9
0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1629.2,9
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1742.0,10
0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1612.8,10
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1612.4,6
0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1662.0,7
