$<obj,$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50
3201.32144005,-1,2,3,1,1,2,2,1,3,1,0,0,0,0,-1,1,0,-1,2,0,-1,2,2,3,1,2,-1,-1,3,-1,1,1,-1,0,0,2,0,3,1,2,2,-1,0,2,1,-1,1,3,3,3
2933.31665364,1,1,-1,1,3,3,3,1,-1,0,2,2,0,-1,-1,1,-1,-1,1,3,0,0,2,1,1,1,2,0,-1,2,0,2,-1,-1,3,3,0,-1,0,1,2,2,2,1,1,-1,-1,0,2,0
3173.83376965,1,2,1,2,0,3,0,2,-1,2,0,0,0,0,2,-1,1,1,-1,2,3,2,1,-1,-1,3,0,1,3,1,2,-1,3,-1,-1,1,2,1,0,0,2,3,-1,2,2,1,3,3,1,0
2928.89899233,2,3,1,2,2,-1,1,2,2,2,0,1,3,-1,3,0,3,2,-1,-1,-1,3,2,3,1,1,3,0,0,2,-1,3,1,0,1,3,-1,2,3,1,0,0,-1,0,2,-1,0,3,2,0
2854.28960124,1,2,1,1,2,2,3,1,3,1,-1,0,-1,-1,-1,-1,2,2,1,0,3,1,0,2,2,2,1,0,-1,-1,1,1,0,0,1,3,-1,-1,2,0,2,3,2,3,3,-1,-1,-1,1,0
2907.30153701,-1,2,2,0,0,2,3,1,1,2,0,0,1,0,-1,-1,2,3,2,-1,3,2,0,3,1,2,0,1,-1,3,1,-1,-1,-1,-1,-1,3,2,0,3,2,1,2,3,2,3,3,1,1,1
2949.51474513,3,-1,-1,1,2,2,3,-1,1,-1,3,0,0,-1,1,-1,2,0,3,1,-1,3,1,0,1,1,3,1,0,2,2,0,0,1,2,2,0,-1,0,3,-1,-1,2,-1,2,2,-1,3,0,2
2850.36279118,2,2,1,-1,-1,0,0,1,3,2,0,3,2,3,1,-1,-1,-1,2,2,-1,2,-1,0,-1,0,1,1,-1,1,0,2,-1,1,0,2,2,2,3,0,2,-1,1,1,-1,-1,-1,-1,0,1
2746.30232467,1,2,0,1,1,-1,1,-1,3,2,3,-1,0,2,3,3,2,0,1,2,2,-1,1,0,1,-1,2,3,0,-1,2,-1,3,2,-1,1,3,-1,0,0,2,-1,0,-1,2,0,1,-1,-1,0
3115.42247005,-1,0,-1,1,1,3,2,1,2,2,2,1,3,-1,-1,3,3,1,3,1,0,3,2,3,0,3,0,1,3,2,0,0,3,1,2,-1,2,0,0,-1,0,2,0,2,0,1,3,-1,1,-1
2823.36597204,0,1,1,2,3,2,-1,-1,3,2,2,-1,1,0,-1,0,-1,-1,3,-1,1,-1,3,2,3,-1,1,1,3,0,1,-1,3,0,2,3,0,0,0,2,2,3,2,0,2,-1,1,2,2,0
2789.98808656,1,-1,2,0,2,-1,-1,-1,0,3,3,3,3,1,2,2,-1,-1,3,1,1,2,0,0,3,-1,2,2,-1,2,-1,0,0,-1,0,1,2,0,3,1,1,1,3,-1,2,-1,0,2,1,3
2931.84409987,0,1,1,2,2,0,2,1,1,1,-1,0,-1,0,0,3,1,0,1,3,2,2,2,-1,-1,-1,-1,2,3,2,-1,0,0,1,0,-1,-1,2,2,3,-1,-1,3,1,-1,-1,1,1,3,0
3195.43122496,1,2,-1,0,0,1,0,0,1,0,1,3,-1,2,2,1,1,2,2,3,3,0,2,3,3,2,1,0,-1,3,3,1,2,-1,0,2,3,1,-1,2,0,0,-1,1,2,-1,-1,0,0,-1
2892.08514804,-1,-1,3,-1,-1,1,3,2,3,1,0,2,-1,-1,-1,1,3,1,0,2,3,2,-1,3,0,0,-1,2,1,1,1,0,-1,2,2,1,1,2,3,3,0,0,0,2,3,2,1,2,-1,1
3131.12971028,2,0,3,2,3,0,0,0,1,1,-1,-1,3,1,0,1,2,-1,2,3,-1,3,-1,3,2,2,1,0,-1,3,1,1,2,2,0,0,0,0,1,1,1,1,2,2,2,-1,3,3,3,3
3246.47975571,3,1,2,1,-1,3,1,0,1,2,0,3,2,2,-1,-1,2,0,1,3,0,1,1,0,2,1,3,-1,1,1,2,2,0,2,2,3,0,2,-1,-1,0,-1,0,0,1,-1,-1,0,2,3
2859.19811381,-1,2,2,0,1,1,0,1,-1,1,3,1,0,2,-1,2,-1,-1,2,0,1,1,3,2,-1,2,2,1,0,1,3,-1,0,-1,-1,2,-1,3,1,0,-1,0,-1,-1,0,3,0,-1,1,-1
2774.28084633,-1,2,0,2,1,1,3,3,2,1,2,1,3,-1,-1,0,1,-1,2,-1,2,3,0,-1,2,1,0,2,3,1,0,0,1,2,3,3,3,1,3,1,-1,-1,0,-1,2,-1,0,-1,3,-1
2935.77090993,-1,1,-1,3,2,0,3,0,-1,3,2,2,1,2,-1,1,1,1,2,1,-1,-1,1,2,0,0,2,3,1,2,1,2,-1,3,-1,-1,3,0,3,0,3,0,3,0,1,0,3,-1,2,3
2974.54815924,3,3,1,1,2,0,2,1,1,2,-1,1,-1,0,2,-1,1,1,0,3,3,2,3,3,1,3,-1,2,1,0,-1,0,2,0,-1,-1,3,3,0,2,2,0,2,-1,0,2,1,-1,1,-1
2927.91728981,1,-1,3,3,3,2,2,2,-1,0,0,3,2,1,2,-1,1,1,2,-1,0,1,3,1,-1,-1,1,-1,2,-1,2,-1,3,1,0,2,0,1,-1,3,0,0,-1,2,1,-1,3,0,1,1
3031.97775633,0,0,2,3,2,3,3,1,2,-1,2,2,-1,2,2,3,1,-1,3,0,1,2,0,1,3,1,0,3,1,0,3,3,3,0,1,-1,-1,1,3,0,1,2,-1,0,-1,0,-1,1,-1,3
3029.52350005,-1,0,1,1,-1,0,-1,0,0,0,0,2,1,1,2,0,1,-1,2,1,2,-1,-1,-1,1,1,2,0,3,1,3,-1,2,-1,1,3,-1,2,3,2,0,2,-1,1,-1,0,0,-1,3,2
2860.67066759,3,-1,0,3,3,3,3,0,1,1,3,2,0,3,0,2,1,-1,0,-1,1,0,-1,0,1,1,2,0,-1,-1,2,1,2,2,-1,1,-1,2,-1,3,2,-1,1,-1,2,0,2,0,1,2
3357.41213982,1,0,3,0,0,2,-1,3,2,1,3,0,2,0,1,1,-1,0,1,-1,3,2,2,0,1,2,1,3,3,1,0,2,1,2,2,-1,2,3,-1,0,1,3,2,3,1,0,0,3,2,-1
2792.44234284,0,2,0,2,2,-1,3,3,2,1,3,-1,1,2,3,2,2,1,1,3,2,-1,0,1,-1,2,0,3,3,1,-1,0,1,3,3,-1,1,-1,0,-1,-1,1,1,2,1,2,-1,0,-1,-1
2871.46939524,2,2,0,0,-1,1,3,2,-1,3,0,-1,3,0,0,-1,-1,1,0,3,2,0,3,2,0,3,2,-1,2,2,3,1,-1,-1,1,0,0,-1,1,-1,-1,1,3,2,3,3,1,-1,3,-1
2733.04934073,-1,-1,2,-1,-1,-1,1,0,2,1,-1,2,0,-1,0,3,2,-1,1,-1,-1,-1,3,2,2,3,2,-1,3,3,-1,1,0,3,1,1,0,0,0,0,3,1,0,0,0,3,3,2,1,1
3164.50759576,1,1,-1,1,0,1,-1,0,3,2,-1,1,1,0,2,2,0,2,3,0,-1,2,-1,0,0,3,1,0,3,1,-1,-1,2,3,-1,2,2,0,2,0,3,3,3,2,1,1,3,0,1,3
2969.14879542,3,1,2,2,-1,2,0,2,3,2,0,-1,2,0,3,-1,1,1,3,2,0,3,-1,-1,0,1,1,-1,0,-1,0,2,3,-1,0,-1,1,3,3,0,0,-1,-1,1,1,3,2,1,1,-1
2862.14322136,1,1,3,2,2,2,-1,0,1,2,-1,-1,0,0,-1,2,3,-1,0,1,0,-1,1,2,1,1,0,0,-1,1,-1,-1,0,-1,2,0,3,1,3,0,1,-1,-1,-1,1,-1,3,2,0,3
3062.90138553,0,3,2,1,0,1,1,-1,2,3,3,3,-1,2,-1,2,-1,0,3,0,-1,1,0,1,0,1,2,3,3,2,2,2,1,1,0,1,-1,2,3,2,-1,-1,-1,3,3,0,1,1,0,2
2984.85603564,0,1,1,3,1,0,3,-1,2,-1,-1,0,-1,0,-1,1,2,-1,1,0,3,2,3,3,2,1,0,-1,2,3,-1,0,0,-1,3,1,1,3,3,-1,1,-1,3,0,2,-1,2,1,2,2
3019.7064749,-1,0,-1,2,1,1,-1,2,3,0,-1,-1,1,1,2,2,3,2,0,0,3,1,2,1,0,3,0,2,0,-1,0,1,-1,2,3,3,1,0,1,0,1,3,1,3,2,-1,-1,2,-1,2
3111.98651125,0,1,3,2,3,1,0,2,-1,1,-1,-1,-1,2,2,0,0,1,1,1,1,-1,0,1,-1,0,-1,3,2,0,2,3,2,3,3,1,0,-1,0,1,3,3,3,2,1,3,0,2,3,2
3207.70250639,0,-1,1,1,3,0,0,0,-1,2,1,-1,0,3,-1,3,1,-1,1,1,0,1,0,3,1,1,0,-1,3,2,2,2,2,3,-1,-1,3,-1,2,3,0,2,2,0,1,1,2,2,1,0
2904.84728073,-1,2,1,0,0,2,1,0,1,-1,2,3,0,0,2,2,-1,3,0,0,-1,3,3,-1,3,2,0,-1,1,1,-1,3,-1,-1,3,3,2,2,2,0,2,3,1,2,3,1,-1,-1,-1,1
3026.08754125,0,1,-1,1,3,3,3,2,1,1,0,0,1,-1,2,0,0,2,-1,2,-1,0,2,-1,-1,0,0,2,3,0,1,0,2,1,-1,-1,-1,3,2,2,-1,1,1,1,2,3,-1,-1,1,1
2852.81704747,1,0,-1,-1,-1,1,2,2,1,0,0,-1,1,0,-1,0,0,3,-1,3,0,0,-1,2,-1,1,3,-1,-1,-1,-1,2,2,3,0,3,2,3,2,1,-1,3,-1,2,-1,2,0,0,2,1
2966.69453913,3,-1,3,0,1,1,2,0,3,-1,1,0,1,2,3,2,2,1,-1,2,-1,2,-1,1,0,2,0,3,0,-1,1,-1,3,2,3,2,2,1,0,-1,1,0,-1,-1,1,-1,1,0,-1,0
3020.68817742,1,2,-1,-1,2,2,1,2,0,0,-1,0,1,0,0,-1,1,3,1,2,-1,1,0,-1,2,2,3,1,-1,0,1,3,3,0,0,2,1,1,3,-1,2,-1,-1,3,2,-1,-1,1,1,-1
3054.0660629,1,2,-1,2,3,0,2,-1,1,0,-1,1,0,-1,2,1,1,0,1,0,3,1,2,3,2,0,3,-1,-1,1,-1,-1,0,2,0,2,3,0,-1,0,1,3,2,2,1,-1,3,2,3,3
2780.17106141,3,0,0,-1,3,3,1,-1,3,2,-1,2,0,-1,-1,0,1,-1,1,0,2,3,2,0,1,3,1,-1,3,-1,2,2,3,2,0,3,1,-1,0,2,-1,-1,3,-1,1,1,2,0,1,0
2931.35324861,0,3,2,0,3,2,-1,0,1,2,-1,-1,1,3,2,-1,0,0,2,2,1,0,0,1,0,3,3,-1,-1,1,-1,-1,0,1,1,3,3,2,3,2,-1,2,-1,1,2,1,-1,2,0,0
3078.1177745,0,1,1,2,3,2,0,1,2,0,-1,2,3,1,-1,3,0,0,1,3,0,3,0,2,2,3,1,3,-1,1,0,1,2,3,-1,-1,-1,-1,2,3,0,-1,3,1,0,1,2,1,0,3
3139.9650329,1,3,2,-1,-1,3,-1,3,1,1,3,1,2,1,-1,3,2,1,-1,3,0,1,2,1,0,0,1,2,2,3,0,-1,0,0,-1,0,2,2,-1,2,1,3,0,0,0,0,3,3,3,1
3085.97139462,-1,2,0,0,2,0,2,-1,1,0,3,3,1,-1,2,2,2,0,1,-1,3,3,-1,0,2,1,2,3,1,-1,0,1,1,1,3,0,0,1,3,-1,0,-1,1,2,0,1,2,-1,-1,3
3111.49565999,2,1,3,1,1,3,2,2,1,0,0,2,2,0,-1,0,1,0,1,3,2,2,0,-1,3,2,-1,1,-1,3,1,-1,1,2,1,-1,0,-1,0,3,-1,-1,0,1,-1,-1,2,3,1,0
3082.53543582,1,-1,-1,0,2,1,-1,2,2,1,1,-1,1,2,-1,2,1,-1,3,0,0,1,0,3,0,2,-1,1,3,1,1,-1,3,3,0,0,2,2,3,3,2,0,1,-1,-1,0,2,1,3,0
2952.95070393,0,0,2,2,3,3,1,3,-1,1,1,3,3,-1,0,2,1,-1,1,2,2,2,0,1,2,1,2,3,2,-1,-1,1,1,0,-1,-1,1,3,0,1,3,-1,3,-1,0,2,3,0,0,-1
3206.22995262,2,1,1,2,1,2,0,2,3,-1,3,2,1,1,-1,3,-1,-1,3,-1,1,1,0,0,0,3,0,1,3,2,3,0,-1,0,1,1,0,1,2,-1,0,-1,0,2,3,2,3,0,2,2
3105.6054449,2,2,2,-1,3,0,-1,2,3,1,2,0,-1,2,0,3,0,-1,1,2,3,3,2,3,0,2,1,0,2,-1,0,1,2,-1,3,0,3,1,1,-1,0,1,-1,0,0,1,3,-1,1,1
2867.54258519,3,0,1,-1,-1,2,0,1,1,1,-1,1,0,0,2,0,1,-1,3,2,3,3,-1,3,2,2,1,-1,3,3,-1,-1,2,3,-1,1,-1,-1,0,3,-1,0,0,0,1,2,1,1,3,0
2838.58236101,0,-1,2,2,-1,0,0,0,-1,3,2,2,1,3,2,-1,1,3,2,1,3,0,1,1,1,1,-1,3,2,3,2,0,-1,-1,-1,3,0,3,3,2,-1,3,0,-1,1,1,-1,1,2,2
