$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
25496.3595877,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
26018.4570732,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
20036.8714732,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
21305.6929652,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
23069.5065667,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
23939.2169518,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
19348.08295,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
19960.3022984,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
20095.4850927,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
20920.1345464,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
14661.7460819,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
15576.5173984,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
55526.2517439,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
53518.4997938,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
81725.2865929,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
77020.3160332,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
27773.7989901,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
27298.1187084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
23093.2212617,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23467.2614012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
51398.6016082,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
50279.1937347,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
41742.0095954,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
39251.4619514,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
48173.5263734,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48747.1220663,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
37235.916453,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39631.2612306,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39554.0139196,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
39303.638295,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
