$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
30806.2385736,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
31436.8897706,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
24209.652007,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
25742.5828688,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
27873.8296631,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28924.5076007,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
23377.3767989,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24116.9238176,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
24280.2675501,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
25276.4975768,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
17714.7940753,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
18819.9199237,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
67091.8819879,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
64665.671907,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
98748.8418976,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
93063.5354414,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
33558.5250329,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
32983.5439194,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
27903.1094959,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28354.8604147,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
62104.7868402,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
60751.9784294,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
50436.7662958,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
47427.185742,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
58207.8720812,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
58900.749462,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
44991.9752154,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47886.1038473,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47792.7645717,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
47490.0230121,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
42075.1228509,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39345.5601241,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
135150.54832,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
133603.283085,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
185537.589546,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
178701.09869,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
72580.8983607,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71655.8949634,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
64296.4265592,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64608.1685644,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30907.3561222,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
31592.4552301,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
24528.5611988,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
25983.7093309,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
28083.8430334,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
29157.8557898,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
23291.8157963,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23922.4669933,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
24373.6068257,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
25222.049666,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
17745.9071672,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
