$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
1263.27661695,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1304.32359907,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1302.78913245,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1306.76216153,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1265.33156275,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1263.02986282,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1264.56432944,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1265.33156275,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1302.92599498,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1309.06386146,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1300.62429505,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1301.39152836,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1348.95999362,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1264.18071279,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1300.07684494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305.61131156,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1306.76216153,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1305.99492822,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1260.34454623,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1300.24067839,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1306.76216153,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1303.69322829,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1306.37854488,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1362.38657655,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
1306.76216153,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1302.92599498,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1305.61131156,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1302.92599498,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1257.65922965,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1297.93897846,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1302.15876167,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1300.62429505,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1303.69322829,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1363.53742652,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1304.84407825,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1307.52939484,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1307.66625737,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1307.66625737,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1277.3605416,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1301.14477423,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1304.59732412,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1306.13179075,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1309.20072399,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1369.04492222,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1308.43349068,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1264.70119197,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1264.31757531,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4559.58464467,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1303.44647416,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1311.88604058,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1301.52839088,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1303.0628575,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1351.39855608,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1265.08480862,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1265.46842528,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1266.61927525,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1304.98094078,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1309.20072399,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1302.29562419,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1303.0628575,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1351.78217273,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1263.16672535,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1265.85204194,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1305.74817409,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1311.11880727,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1300.37754092,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1302.67924085,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1351.78217273,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1265.08480862,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1265.46842528,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1263.550342,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1262.78310869,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1285.41649136,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1324.5453902,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1265.46842528,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1303.83009081,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1301.52839088,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1304.21370747,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1362.52343908,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1304.59732412,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1307.66625737,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1302.67924085,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1369.04492222,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1311.11880727,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1310.73519061,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1360.6053558,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1301.14477423,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
1361.37258911,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1303.0628575,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1350.24770611,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
1303.6103076,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
1305.63828249,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1363.97498502,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
4560.51571143,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
1298.97993682,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4554.62459908,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
4556.43279075,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
4557.03619061,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
1277.63426665,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
4557.44677819,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
4557.72050324,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
1308.5703532,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1364.19476823,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1365.26269751,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1309.99492822,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
4559.50172399,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
1333.64229833,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
1375.6203472,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
1365.34561819,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1276.23666255,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
1365.23572659,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
1266.39949204,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1325.33959443,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
4561.6665614,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
4559.88534065,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
1261.27561299,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
1367.400564,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
1304.48743252,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
4561.80342392,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
1368.96200154,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
1306.02189914,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
1301.03488262,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1340.43750652,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
4555.63858652,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
4557.20002406,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
