$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
63951.1395171,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
65259.3959902,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
50256.648147,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
53438.1813451,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
57862.990161,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
60043.2892474,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
48528.7118576,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50063.0534527,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
50402.1811357,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
52469.4376612,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
36772.2855148,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
39065.6271622,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
139285.931947,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
134247.656068,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
205011.914141,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
193207.233539,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
69667.4782094,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
68472.6494035,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
57927.0082507,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
58863.8391663,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
128934.078042,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
126124.355508,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
104710.479563,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
98461.033387,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
120843.460463,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
122280.908434,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
93406.2234639,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99413.8206867,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
99220.0334393,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
98590.4174384,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
87350.3719823,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
81682.2875488,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
280588.748077,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
277375.302111,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
385201.371251,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
