$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1079088.09548,0,0,0,0,0,0,0,0
1249862.07423,0,0,0,0,1,0,0,0
1091282.84746,1,0,0,0,0,0,0,0
1266608.01112,1,0,0,0,1,0,0,0
1109473.22248,0,0,0,0,0,0,1,0
1121667.97446,1,0,0,0,0,0,1,0
1280205.30447,0,0,0,0,1,0,1,0
1296951.24136,1,0,0,0,1,0,1,0
1132599.03551,0,0,0,1,0,0,0,0
1327627.64565,0,0,0,1,1,0,0,0
1162984.16251,0,0,0,1,0,0,1,0
1357973.26999,0,0,0,1,1,0,1,0
1144793.78749,1,0,0,1,0,0,0,0
1175178.91449,1,0,0,1,0,0,1,0
1344373.58253,1,0,0,1,1,0,0,0
1374719.20687,1,0,0,1,1,0,1,0
1113758.66223,0,1,0,0,0,0,0,0
1288880.32735,0,1,0,0,1,0,0,0
1125953.41421,1,1,0,0,0,0,0,0
1305626.26424,1,1,0,0,1,0,0,0
1167622.73208,0,1,0,1,0,0,0,0
1179817.48406,1,1,0,1,0,0,0,0
1366999.02858,0,1,0,1,1,0,0,0
1383744.96547,1,1,0,1,1,0,0,0
1144143.78923,0,1,0,0,0,0,1,0
1319223.55759,0,1,0,0,1,0,1,0
1198007.85907,0,1,0,1,0,0,1,0
1397344.65292,0,1,0,1,1,0,1,0
1156338.54121,1,1,0,0,0,0,1,0
1210202.61105,1,1,0,1,0,0,1,0
1335969.49447,1,1,0,0,1,0,1,0
1414090.5898,1,1,0,1,1,0,1,0
1147234.1714,0,0,0,0,0,1,0,0
1327396.61496,0,0,0,0,1,1,0,0
1159428.92338,1,0,0,0,0,1,0,0
1344142.55184,1,0,0,0,1,1,0,0
1177523.53438,0,0,0,0,0,1,1,0
1189718.28636,1,0,0,0,0,1,1,0
1357685.97794,0,0,0,0,1,1,1,0
1374431.91482,1,0,0,0,1,1,1,0
1181919.10275,0,1,0,0,0,1,0,0
1366429.23268,0,1,0,0,1,1,0,0
1212208.46573,0,1,0,0,0,1,1,0
1396718.59566,0,1,0,0,1,1,1,0
1194113.85473,1,1,0,0,0,1,0,0
1224403.21771,1,1,0,0,0,1,1,0
1383175.16957,1,1,0,0,1,1,0,0
1413464.53254,1,1,0,0,1,1,1,0
1200745.11143,0,0,0,1,0,1,0,0
1405164.58048,0,0,0,1,1,1,0,0
1212939.86341,1,0,0,1,0,1,0,0
1421910.51736,1,0,0,1,1,1,0,0
1235783.1726,0,1,0,1,0,1,0,0
1247977.92458,1,1,0,1,0,1,0,0
1444550.32801,0,1,0,1,1,1,0,0
1461296.2649,1,1,0,1,1,1,0,0
1231034.47441,0,0,0,1,0,1,1,0
1435451.54935,0,0,0,1,1,1,1,0
1266072.53557,0,1,0,1,0,1,1,0
1474837.29689,0,1,0,1,1,1,1,0
1243229.22639,1,0,0,1,0,1,1,0
1278267.28755,1,1,0,1,0,1,1,0
1452197.48624,1,0,0,1,1,1,1,0
1491583.23377,1,1,0,1,1,1,1,0
1090775.29817,0,0,1,0,0,0,0,0
1261549.27692,0,0,1,0,1,0,0,0
1102970.05015,1,0,1,0,0,0,0,0
1278295.21381,1,0,1,0,1,0,0,0
1121160.42517,0,0,1,0,0,0,1,0
1133355.17715,1,0,1,0,0,0,1,0
1291892.50716,0,0,1,0,1,0,1,0
1308638.44405,1,0,1,0,1,0,1,0
1144286.2382,0,0,1,1,0,0,0,0
1339314.84834,0,0,1,1,1,0,0,0
1174671.3652,0,0,1,1,0,0,1,0
1369660.47268,0,0,1,1,1,0,1,0
1156480.99018,1,0,1,1,0,0,0,0
1186866.11718,1,0,1,1,0,0,1,0
1356060.78522,1,0,1,1,1,0,0,0
1386406.40956,1,0,1,1,1,0,1,0
1158921.37409,0,0,1,0,0,1,0,0
1339083.81765,0,0,1,0,1,1,0,0
1171116.12607,1,0,1,0,0,1,0,0
1355829.75453,1,0,1,0,1,1,0,0
1212432.31412,0,0,1,1,0,1,0,0
