$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
10628.2569074,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10974.3196086,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10961.3826852,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
10987.4479743,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
10638.1510422,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10618.7456571,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10631.6825805,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10638.1510422,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10955.1056658,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11006.8533594,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
10935.7002807,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10942.1687424,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
11343.213368,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10628.4483497,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
10960.8083583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10977.7452817,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
10987.4479743,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
10980.9795126,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
10596.1060412,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
10932.4660498,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
10987.4479743,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10961.5741275,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10984.2137434,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
11456.4114479,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
10987.4479743,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
10955.1056658,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
10977.7452817,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
