$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
65551.1750654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
66897.8702644,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
65796.4730325,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
70328.7349802,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
65762.7483973,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
67553.4442703,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71308.3945046,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
67765.0176021,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
67798.7422373,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
66008.0463643,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
68010.3155692,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
70540.308312,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
70574.0329472,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
70785.6062791,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
72331.004185,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
72576.3021521,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
72542.5775169,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
72787.8754839,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
71519.9678365,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
73310.6637094,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
73522.2370413,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
71546.289503,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
73548.5587078,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
71757.8628348,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
73760.1320397,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
76085.9544193,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
76297.5277512,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
