$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
5614.1427291,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5796.89663581,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5790.06471406,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5804.30156245,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5619.8396753,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5609.59179268,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5616.42371443,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
5619.8396753,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5787.22175808,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5814.54944506,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5776.97387546,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5780.38983633,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5992.17941046,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5614.71573399,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5788.34569939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5799.17762114,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
5804.30156245,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
5800.88560157,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
5597.63592963,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
5775.26589502,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5804.30156245,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5790.63771895,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
5802.59358201,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
6051.95872574,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
