$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
24369.4696102,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24870.722845,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
24461.2857537,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
26146.1239712,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
24448.748845,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
25114.4281189,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
26510.3058799,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
25193.7073537,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
25206.2442624,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
24540.5649885,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
25285.5234972,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
26225.403206,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
26237.9401147,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
26317.2193495,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
26891.0824799,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
26982.8986234,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
26970.3617147,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
27062.1778582,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
26589.5851147,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
27255.2643886,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
27334.5436234,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
26599.370019,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
27344.3285278,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
26678.6492538,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
27423.6077626,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
28286.9602409,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
28366.2394757,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
28376.02438,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
28455.3036148,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
29031.9187496,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
29120.9828888,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
29111.1979844,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
29200.2621235,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
24962.5389885,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
24950.0020798,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
25041.8182233,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
25615.6813538,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
25694.9605885,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
25707.4974972,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
25786.776732,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
26925.3296451,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
27017.1457886,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
27670.2881539,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
27762.1042974,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
27004.6088799,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
27749.5673887,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
27096.4250234,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
