$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
8143.27968649,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8408.40712776,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8398.49582155,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
8418.69897734,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
8151.09370951,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8136.22675018,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8146.1380564,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8151.09370951,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8393.9207118,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8433.56593666,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8379.05375248,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8384.00940558,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8691.25989828,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8143.66022985,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
8397.35419146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411.26549768,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
8418.69897734,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
8413.74332423,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
8118.88196431,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
8376.57592592,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8418.69897734,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8398.87636491,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
8416.22115079,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8777.98382767,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
8418.69897734,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8393.9207118,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
8411.26549768,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
8393.9207118,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
8101.53717843,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
8361.7089666,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
8388.96505869,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
8379.05375248,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
8398.87636491,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
8785.41730733,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
8406.30984457,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
8423.65463045,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
8419.0795207,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
8419.0795207,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
8223.33122294,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
8376.95646928,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
8399.25690827,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
8409.16821448,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
8428.99082692,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
8815.53176934,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
8424.03517381,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
8141.56294665,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
8139.0851201,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
29423.6152188,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
8391.82342861,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
8446.33561279,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8379.43429584,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8389.34560205,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8701.55174786,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
8144.04077321,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
8146.51859976,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
8153.95207942,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
8401.73473482,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
8428.99082692,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8384.38994894,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
8389.34560205,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
8704.02957441,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
8131.65164044,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8148.99642632,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
8406.69038793,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
8441.37995969,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8372.00081618,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
8386.8677755,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
8704.02957441,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
8144.04077321,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
8146.51859976,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
8134.12946699,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8129.17381388,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
8275.36558057,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
8528.10388908,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
8146.51859976,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8394.30125516,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
8379.43429584,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8396.77908171,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8773.40871792,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8399.25690827,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8419.0795207,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
8386.8677755,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
8815.53176934,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
8441.37995969,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8438.90213313,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
8761.01958515,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
8376.95646928,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
8765.97523826,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8389.34560205,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
8694.11826819,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
8371.04516307,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
8395.06234188,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
8755.4888223,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
29407.7926064,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
8357.51440021,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
29375.2003179,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
29375.9614046,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
29401.6953232,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
