$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
45496.1924122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
46431.1678016,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
45666.7466241,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
48812.3483331,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
45643.3401504,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
46886.1668147,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
49492.2778495,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
47033.3145529,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
47056.7210266,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
45813.8943623,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
47203.8687648,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
48959.4960713,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
48982.902545,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
49130.0502832,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
50202.3227356,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
50372.8769475,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
50349.4704738,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
50520.0246857,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
49639.4255877,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
50882.252252,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
51029.3999902,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
49657.694055,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
51047.6684575,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
49804.8417932,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
51194.8161957,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
52808.4337704,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
52955.5815086,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
52973.8499759,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
53120.9977141,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
54198.408173,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
54363.8243784,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
54345.5559112,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
54510.9721166,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
46601.7220135,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
46578.3155398,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
46748.8697517,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
47821.1422042,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
47968.2899424,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
47991.6964161,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
48138.8441543,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
50266.2623711,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
50436.816583,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
51656.2367736,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
51826.7909855,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
50413.4101093,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
51803.3845118,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
50583.9643212,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
51973.9387237,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
50638.4823918,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
50803.8985973,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
50785.63013,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
50951.0463355,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
52028.4567944,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
52175.6045326,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
52193.8729999,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
52341.0207381,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
54473.5769613,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
54638.9931668,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
55863.5513638,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
56028.9675693,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
54620.7246995,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
56010.699102,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
54786.140905,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
56176.1153075,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
50266.6914815,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
50413.8392197,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
50437.2456934,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
50584.3934316,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
51656.665884,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
51827.2200959,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
51803.8136222,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
51974.3678341,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
54474.0060717,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
54621.1538099,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
55863.9804742,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
56011.1282124,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
54639.4222772,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
56029.3966797,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
54786.5700154,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
56176.5444179,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
50638.9115022,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
50804.3277077,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
50786.0592404,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
50951.4754459,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
