$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
58418.4854479,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
59618.7497243,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
58637.2002951,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
62676.2871921,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
58607.1453835,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
60202.9878835,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
63549.345721,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
60391.6478192,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
60421.7027307,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
58825.8602308,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
60610.3626664,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
62864.9471277,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
62895.0020393,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
63083.661975,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
64460.7896277,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
64679.5044749,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
64649.4495634,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
64868.1644106,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
63738.0056566,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
65333.8481566,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
65522.5080923,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
63761.4631486,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
65545.9655842,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
63950.1230843,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
65734.6255199,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
67807.1474652,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
67995.8074009,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
68019.2648928,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
68207.9248285,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
69591.6499008,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
69803.7673284,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
69780.3098365,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
69992.4272641,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
59837.4645716,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
59807.40966,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
60026.1245073,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
61403.25216,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
61591.9120956,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
61621.9670072,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
