$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
56106.2552944,0,0,0,0,0,0,0,0
64986.4491093,0,0,0,0,1,0,0,0
56741.2589169,1,0,0,0,0,0,0,0
65858.0876676,1,0,0,0,1,0,0,0
57687.0517847,0,0,0,0,0,0,1,0
58322.0554073,1,0,0,0,0,0,1,0
66565.0672139,0,0,0,0,1,0,1,0
67436.7057722,1,0,0,0,1,0,1,0
58889.4584979,0,0,0,1,0,0,0,0
69030.750963,0,0,0,1,1,0,0,0
60470.2549883,0,0,0,1,0,0,1,0
70609.4935468,0,0,0,1,1,0,1,0
59524.4621204,1,0,0,1,0,0,0,0
61105.2586108,1,0,0,1,0,0,1,0
69902.3895213,1,0,0,1,1,0,0,0
71481.1321051,1,0,0,1,1,0,1,0
57909.8695306,0,1,0,0,0,0,0,0
67016.1175504,0,1,0,0,1,0,0,0
58544.8731532,1,1,0,0,0,0,0,0
67887.7561087,1,1,0,0,1,0,0,0
60711.4334143,0,1,0,1,0,0,0,0
61346.4370369,1,1,0,1,0,0,0,0
71078.7800843,0,1,0,1,1,0,0,0
71950.4186425,1,1,0,1,1,0,0,0
59490.666021,0,1,0,0,0,0,1,0
68594.735655,0,1,0,0,1,0,1,0
62292.2299047,0,1,0,1,0,0,1,0
72657.522668,0,1,0,1,1,0,1,0
60125.6696435,1,1,0,0,0,0,1,0
62927.2335272,1,1,0,1,0,0,1,0
69466.3742132,1,1,0,0,1,0,1,0
73529.1612263,1,1,0,1,1,0,1,0
59650.399772,0,0,0,0,0,1,0,0
69018.7387214,0,0,0,0,1,1,0,0
60285.4033946,1,0,0,0,0,1,0,0
69890.3772797,1,0,0,0,1,1,0,0
61226.2170949,0,0,0,0,0,1,1,0
61861.2207174,1,0,0,0,0,1,1,0
70594.5560443,0,0,0,0,1,1,1,0
71466.1946025,1,0,0,0,1,1,1,0
61454.7608834,0,1,0,0,0,1,0,0
71049.1540376,0,1,0,0,1,1,0,0
63030.5782063,0,1,0,0,0,1,1,0
72624.9713604,0,1,0,0,1,1,1,0
62089.764506,1,1,0,0,0,1,0,0
63665.5818288,1,1,0,0,0,1,1,0
71920.7925959,1,1,0,0,1,1,0,0
73496.6099187,1,1,0,0,1,1,1,0
62433.6029756,0,0,0,1,0,1,0,0
73063.1650543,0,0,0,1,1,1,0,0
63068.6065981,1,0,0,1,0,1,0,0
73934.8036126,1,0,0,1,1,1,0,0
64256.3247671,0,1,0,1,0,1,0,0
64891.3283897,1,1,0,1,0,1,0,0
75111.9410506,0,1,0,1,1,1,0,0
75983.5796089,1,1,0,1,1,1,0,0
64009.4202984,0,0,0,1,0,1,1,0
74638.857898,0,0,0,1,1,1,1,0
65832.14209,0,1,0,1,0,1,1,0
76687.6338943,0,1,0,1,1,1,1,0
64644.423921,1,0,0,1,0,1,1,0
66467.1457125,1,1,0,1,0,1,1,0
75510.4964562,1,0,0,1,1,1,1,0
77559.2724526,1,1,0,1,1,1,1,0
56714.8693291,0,0,1,0,0,0,0,0
65595.0631441,0,0,1,0,1,0,0,0
57349.8729517,1,0,1,0,0,0,0,0
66466.7017024,1,0,1,0,1,0,0,0
58295.6658195,0,0,1,0,0,0,1,0
58930.669442,1,0,1,0,0,0,1,0
67173.6812487,0,0,1,0,1,0,1,0
68045.3198069,1,0,1,0,1,0,1,0
59498.0725326,0,0,1,1,0,0,0,0
69639.3649978,0,0,1,1,1,0,0,0
61078.869023,0,0,1,1,0,0,1,0
71218.1075815,0,0,1,1,1,0,1,0
60133.0761552,1,0,1,1,0,0,0,0
61713.8726455,1,0,1,1,0,0,1,0
70511.0035561,1,0,1,1,1,0,0,0
72089.7461398,1,0,1,1,1,0,1,0
60259.0138068,0,0,1,0,0,1,0,0
69627.3527562,0,0,1,0,1,1,0,0
60894.0174293,1,0,1,0,0,1,0,0
70498.9913144,1,0,1,0,1,1,0,0
63042.2170103,0,0,1,1,0,1,0,0
63677.2206329,1,0,1,1,0,1,0,0
73671.779089,0,0,1,1,1,1,0,0
74543.4176473,1,0,1,1,1,1,0,0
61834.8311296,0,0,1,0,0,1,1,0
71203.170079,0,0,1,0,1,1,1,0
64618.0343332,0,0,1,1,0,1,1,0
75247.4719327,0,0,1,1,1,1,1,0
62469.8347522,1,0,1,0,0,1,1,0
65253.0379557,1,0,1,1,0,1,1,0
72074.8086373,1,0,1,0,1,1,1,0
76119.110491,1,0,1,1,1,1,1,0
58518.4835654,0,1,1,0,0,0,0,0
67624.7315851,0,1,1,0,1,0,0,0
59153.4871879,1,1,1,0,0,0,0,0
68496.3701434,1,1,1,0,1,0,0,0
60099.2800557,0,1,1,0,0,0,1,0
60734.2836783,1,1,1,0,0,0,1,0
69203.3496897,0,1,1,0,1,0,1,0
70074.988248,1,1,1,0,1,0,1,0
62063.3749182,0,1,1,0,0,1,0,0
71657.7680723,0,1,1,0,1,1,0,0
63639.192241,0,1,1,0,0,1,1,0
73233.5853952,0,1,1,0,1,1,1,0
62698.3785407,1,1,1,0,0,1,0,0
64274.1958636,1,1,1,0,0,1,1,0
72529.4066306,1,1,1,0,1,1,0,0
74105.2239535,1,1,1,0,1,1,1,0
61320.0474491,0,1,1,1,0,0,0,0
71687.394119,0,1,1,1,1,0,0,0
61955.0510716,1,1,1,1,0,0,0,0
72559.0326773,1,1,1,1,1,0,0,0
64864.9388019,0,1,1,1,0,1,0,0
65499.9424244,1,1,1,1,0,1,0,0
75720.5550854,0,1,1,1,1,1,0,0
76592.1936437,1,1,1,1,1,1,0,0
62900.8439394,0,1,1,1,0,0,1,0
73266.1367028,0,1,1,1,1,0,1,0
66440.7561247,0,1,1,1,0,1,1,0
77296.2479291,0,1,1,1,1,1,1,0
63535.847562,1,1,1,1,0,0,1,0
67075.7597473,1,1,1,1,0,1,1,0
74137.775261,1,1,1,1,1,0,1,0
78167.8864873,1,1,1,1,1,1,1,0
59552.6836097,0,0,0,0,0,0,0,1
68561.3399464,0,0,0,0,1,0,0,1
60208.413017,1,0,0,0,0,0,0,1
69473.372001,1,0,0,0,1,0,0,1
61257.7103294,0,0,0,0,0,0,1,1
61913.5642158,1,0,0,0,0,0,1,1
70264.3127594,0,0,0,0,1,0,1,1
71176.4692933,1,0,0,0,1,0,1,1
65251.0026694,0,0,0,1,0,0,0,1
75538.1847425,0,0,0,1,1,0,0,1
66956.1538682,0,0,0,1,0,0,1,1
77241.1575555,0,0,0,1,1,0,1,1
65906.8565559,1,0,0,1,0,0,0,1
67611.8832755,1,0,0,1,0,0,1,1
76450.2167972,1,0,0,1,1,0,0,1
78153.3140894,1,0,0,1,1,0,1,1
61521.481728,0,1,0,0,0,0,0,1
70756.1922694,0,1,0,0,1,0,0,1
62177.3356145,1,1,0,0,0,0,0,1
71668.3488033,1,1,0,0,1,0,0,1
67302.4549683,0,1,0,1,0,0,0,1
67958.1843756,1,1,0,1,0,0,0,1
77815.566767,0,1,0,1,1,0,0,1
78727.7233008,1,1,0,1,1,0,0,1
63226.6329268,0,1,0,0,0,0,1,1
72459.2895617,0,1,0,0,1,0,1,1
69007.4816879,0,1,0,1,0,0,1,1
79518.6640592,0,1,0,1,1,0,1,1
63882.3623341,1,1,0,0,0,0,1,1
69663.3355744,1,1,0,1,0,0,1,1
73371.3216163,1,1,0,0,1,0,1,1
80430.6961139,1,1,0,1,1,0,1,1
60219.2427063,0,0,1,0,0,0,0,1
69227.899043,0,0,1,0,1,0,0,1
60875.0965928,1,0,1,0,0,0,0,1
70140.0555768,1,0,1,0,1,0,0,1
61924.3939052,0,0,1,0,0,0,1,1
62580.1233124,1,0,1,0,0,0,1,1
70930.9963352,0,0,1,0,1,0,1,1
71843.0283899,1,0,1,0,1,0,1,1
62188.1653038,0,1,1,0,0,0,0,1
71422.8758452,0,1,1,0,1,0,0,1
63893.1920234,0,1,1,0,0,0,1,1
73125.8486583,0,1,1,0,1,0,1,1
62843.8947111,1,1,1,0,0,0,0,1
64549.0459099,1,1,1,0,0,0,1,1
72334.9078999,1,1,1,0,1,0,0,1
74038.0051921,1,1,1,0,1,0,1,1
