$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
800116.902762,0,0,0,0,0,0,0,0
926741.806228,0,0,0,0,1,0,0,0
809159.265657,1,0,0,0,0,0,0,0
939158.759191,1,0,0,0,1,0,0,0
822646.974934,0,0,0,0,0,0,1,0
831689.337829,1,0,0,0,0,0,1,0
949240.813,0,0,0,0,1,0,1,0
961657.765963,1,0,0,0,1,0,1,0
839794.18838,0,0,0,1,0,0,0,0
984403.295939,0,0,0,1,1,0,0,0
862324.260553,0,0,0,1,0,0,1,0
1006904.07788,0,0,0,1,1,0,1,0
848836.551276,1,0,0,1,0,0,0,0
871366.623448,1,0,0,1,0,0,1,0
996820.248902,1,0,0,1,1,0,0,0
1019321.03084,1,0,0,1,1,0,1,0
825824.521605,0,1,0,0,0,0,0,0
955673.126052,0,1,0,0,1,0,0,0
834866.8845,1,1,0,0,0,0,0,0
968090.079015,1,1,0,0,1,0,0,0
865763.64417,0,1,0,1,0,0,0,0
874806.007065,1,1,0,1,0,0,0,0
1013596.45271,0,1,0,1,1,0,0,0
1026013.40567,1,1,0,1,1,0,0,0
848354.593778,0,1,0,0,0,0,1,0
978172.132824,0,1,0,0,1,0,1,0
888293.716343,0,1,0,1,0,0,1,0
1036097.23465,0,1,0,1,1,0,1,0
857396.956673,1,1,0,0,0,0,1,0
897336.079238,1,1,0,1,0,0,1,0
990589.085787,1,1,0,0,1,0,1,0
1048514.18761,1,1,0,1,1,0,1,0
850645.776537,0,0,0,0,0,1,0,0
984231.992445,0,0,0,0,1,1,0,0
859688.139432,1,0,0,0,0,1,0,0
996648.945408,1,0,0,0,1,1,0,0
873104.84208,0,0,0,0,0,1,1,0
882147.204975,1,0,0,0,0,1,1,0
1006691.05799,0,0,0,0,1,1,1,0
1019108.01095,1,0,0,0,1,1,1,0
876364.046375,0,1,0,0,0,1,0,0
1013173.96326,0,1,0,0,1,1,0,0
898823.111918,0,1,0,0,0,1,1,0
1035633.02881,0,1,0,0,1,1,1,0
885406.40927,1,1,0,0,0,1,0,0
907865.474813,1,1,0,0,0,1,1,0
1025590.91623,1,1,0,0,1,1,0,0
1048049.98177,1,1,0,0,1,1,1,0
890323.062156,0,0,0,1,0,1,0,0
1041895.25732,0,0,0,1,1,1,0,0
899365.425051,1,0,0,1,0,1,0,0
1054312.21028,1,0,0,1,1,1,0,0
916303.16894,0,1,0,1,0,1,0,0
925345.531835,1,1,0,1,0,1,0,0
1071099.06509,0,1,0,1,1,1,0,0
1083516.01805,1,1,0,1,1,1,0,0
912782.127699,0,0,0,1,0,1,1,0
1064352.5477,0,0,0,1,1,1,1,0
938762.234483,0,1,0,1,0,1,1,0
