$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
29121.0370622,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
29717.2364612,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
22885.3325487,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
24334.4427603,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
26349.0769211,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
27342.3210088,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
22098.5958508,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
22797.7327617,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
22952.1390295,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
23893.9143612,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
16745.8452337,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
17790.5580772,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
63421.2865527,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
61127.8829399,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
93346.0594227,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
87971.8831333,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
31722.6208445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
31179.1549335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
26376.5905407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26803.6783131,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
58706.9543129,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
57428.22046,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
47677.3028181,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
44832.4482489,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
55023.2619239,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55678.2827582,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
42530.4272247,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45266.2563347,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45178.0241816,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
44891.9020503,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
39773.1724425,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37193.0143324,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
127755.966738,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
126293.4159,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
175385.99165,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
168923.618807,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
68609.7487585,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67735.4122737,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
60778.512811,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61073.2523538,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29216.6218946,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
29864.2900495,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
23186.7924049,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
24562.3758223,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
26547.5992655,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
27562.9013913,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
22017.7163772,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22613.9157762,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
23040.3711825,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
23842.4456052,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
16775.2559513,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
17717.031283,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
62987.4784669,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
61973.4410731,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
93000.48349,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
87207.2044737,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
31369.6922324,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
