$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
62742.7353272,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
63208.2542446,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
85222.7940131,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
102050.552038,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
102293.823214,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
115529.577206,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
319033.424433,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
354346.788498,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
248466.76326,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
62577.5511953,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64040.1816001,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
66989.4691925,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70542.4297036,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71098.0490566,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74768.1401339,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
77332.9992011,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
79119.9911741,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
79885.8448768,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22969.399699,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24137.7020142,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
