$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
7221.61084405,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7456.71969736,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7447.93058134,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7465.95949362,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7228.65336131,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7215.46968729,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7224.2588033,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
7228.65336131,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7443.98670359,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7479.14316763,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7430.80302957,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7435.19758758,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
7707.66018393,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7222.0615243,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7446.5785406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7459.36765661,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
7465.95949362,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
7461.56493561,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
7200.08873427,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
7428.60575057,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
7465.95949362,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7448.38126159,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
7463.76221461,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
7784.56494903,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
7465.95949362,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7443.98670359,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7459.36765661,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
7443.98670359,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
7184.70778125,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
7415.42207655,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
7439.59214558,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7430.80302957,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
7448.38126159,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
7791.15678604,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7454.9730986,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
7470.35405162,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
7466.41017387,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
7466.41017387,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
7292.82513264,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
7429.05643082,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7448.83194184,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7457.62105785,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
7475.19928988,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
7817.97481432,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
7470.80473187,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
7220.31492555,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
7218.11764655,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
26092.7442809,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
7442.24010483,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
7490.5802429,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7431.25370982,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
7440.04282583,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
7716.89998019,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7222.51220455,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7224.70948355,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
7231.30132056,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
7451.02922085,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
7475.19928988,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7435.64826783,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
7440.04282583,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
7719.09725919,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
