$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
77822.1104064,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79420.7224107,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
78113.1414365,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
83493.8517934,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
78073.1034829,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
80199.0211683,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
84656.9055203,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
80450.0142448,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
80490.0521985,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
78364.134513,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
80741.0452749,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
83744.8448699,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
83784.8828235,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
84035.8759,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
85870.7625553,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
86161.7935855,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
86121.7556318,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
86412.7866619,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
84907.8985967,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
87033.8162822,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
87284.8093587,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
84939.1477313,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
87316.0584932,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
85190.1408078,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
87567.0515697,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
90328.6469073,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
90579.6399837,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
90610.8891183,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
90861.8821948,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
92705.5576692,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
92987.7998802,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
92956.5507457,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
93238.7929567,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
79711.7534408,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
79671.7154872,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
79962.7465173,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
81797.6331727,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
82048.6262491,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
82088.6642028,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
82339.6572793,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
85980.1345263,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
86271.1655564,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
88357.0452882,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
88648.0763184,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
86231.1276028,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
88608.0383647,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
86522.1586329,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
88899.0693948,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
86616.8356429,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
86899.077854,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
86867.8287194,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
87150.0709304,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
88993.7464049,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
89244.7394813,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
89275.9886159,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
