$<obj,$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K
1188.99084761,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1208.58101358,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1249.86571758,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1165.40682791,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1237.87186385,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1187.42062839,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
1249.57254815,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1184.16967161,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1255.43593681,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1255.99618266,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1199.41448212,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
1188.54112009,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1222.92022278,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1183.04917991,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1181.85040916,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1232.56872105,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1190.91256856,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1278.88949144,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1287.95165084,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1195.31011006,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1218.73757167,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1228.46434899,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1190.91256856,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1284.72678708,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1235.20724594,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1213.16735245,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1228.7314254,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1297.30697968,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1195.87035591,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1230.7314254,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1160.55341262,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1181.63551877,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1160.23415017,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1186.30013668,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1172.25409692,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1202.37226946,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
1157.56953226,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1185.71379782,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1192.13743233,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1169.02923316,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1203.30396379,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1178.09139256,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1199.46666815,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1143.20423005,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1170.14972486,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1186.5672131,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1238.11284725,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
1198.56106683,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1183.10136594,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1195.97472797,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1180.43674803,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1215.29781752,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1188.35232271,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1190.37841573,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1234.94016952,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1219.96243543,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1185.71379782,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1228.78361143,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
1217.05683412,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1183.92868821,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1215.85806337,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1192.43060176,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1189.47281442,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1223.77363806,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1228.43825597,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1166.39070826,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1186.30013668,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1166.07144582,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1235.79358481,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
1187.15355197,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1178.97090086,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1155.78442265,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1201.22568474,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1195.04303364,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1196.85423627,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1259.27323245,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1203.57104021,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1265.69686696,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1183.63551877,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1223.77363806,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
1189.47281442,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1201.49276116,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1225.50656164,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
