$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
34662.7223355,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35375.2914376,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
34792.9008339,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
37189.4446922,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
34775.0681119,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35721.9421554,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
37707.4635189,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35834.2879317,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
35852.1206537,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
34905.2466102,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
35964.4664301,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
37301.7904685,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
37319.6231905,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
37431.9689669,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
38248.664512,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
38378.8430104,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
38361.0102884,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
38491.1887867,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
37819.8092953,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
38766.6833387,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
38879.0291151,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
37833.7275173,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
38892.9473371,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
37946.0732937,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
39005.2931135,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
40234.1858756,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
40346.5316519,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
40360.449874,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
40472.7956503,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
41293.4056954,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
41419.6696938,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
41405.7514718,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
41532.0154702,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
35505.4699359,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
35487.6372139,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
35617.8157123,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
36434.5112574,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
36546.8570337,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
36564.6897557,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
36677.0355321,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
38297.3782892,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
38427.5567875,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
39356.598109,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
39486.7766074,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
38409.7240655,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
39468.9438854,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
38539.9025639,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
39599.1223837,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
38580.9620633,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
38707.2260617,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
38693.3078397,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
38819.5718381,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
39640.1818832,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
39752.5276595,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
39766.4458816,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
39878.7916579,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
41503.0489149,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
41629.3129134,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
42562.2687348,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
42688.5327332,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
41615.3946913,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
42674.6145111,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
41741.6586897,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
42800.8785095,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
38297.9433447,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
38410.2891211,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
38428.1218431,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
38540.4676194,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
39357.1631646,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
39487.3416629,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
39469.5089409,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
39599.6874393,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
41503.6139705,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
41615.9597469,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
42562.8337903,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
42675.1795667,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
41629.8779689,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
42689.0977887,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
41742.2237453,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
42801.4435651,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
38581.5271189,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
38707.7911173,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
38693.8728952,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
38820.1368937,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
39640.7469387,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
39753.0927151,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
