$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
22408.3490581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22869.3413665,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
22492.8562192,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
24042.0968179,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22481.3282946,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
23093.432974,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24376.9689691,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23166.4122105,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
23177.9401351,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22565.8354557,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
23250.9193716,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
24115.0760544,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
24126.603979,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
24199.5832156,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
24727.1807338,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24811.6878949,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
24800.1599703,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
24884.6671315,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
24449.9482056,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
25062.052885,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
25135.0321215,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
24458.9456102,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
25144.0295261,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
24531.9248467,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
25217.0087626,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
26010.7167289,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
26083.6959655,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
26092.69337,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
26165.6726065,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
26695.8006448,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
26777.7772859,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
26768.7798814,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
26850.7565225,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
22953.8485277,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
22942.3206031,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
23026.8277642,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
23554.4252824,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
23627.404519,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
23638.9324436,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
23711.9116801,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
24758.6716498,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
24843.1788109,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
25443.7555657,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
25528.2627268,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
24831.6508863,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
25516.7348022,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
24916.1580475,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
25601.2419634,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
24941.9937678,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
25023.9704089,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
25014.9730044,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
25096.9496455,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
25627.0776837,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
25700.0569203,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
25709.0543248,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
25782.0335614,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
26831.3240511,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
26913.3006922,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
27516.407967,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
27598.3846081,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
26904.3032876,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
27589.3872035,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
26986.2799287,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
27671.3638446,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
24759.3904809,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
24832.3697174,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
24843.897642,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
24916.8768786,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
25444.4743968,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
25528.9815579,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
25517.4536333,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
25601.9607945,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
26832.0428822,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
26905.0221187,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
