$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
62769.716668,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
64053.820456,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
49328.2243016,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
52450.9944196,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
56794.0510956,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
58934.0857613,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
47632.2131179,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
49138.2249113,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
49471.0869193,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
51500.1675824,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
36092.9968401,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
38343.9855086,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
136712.634162,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
131767.463229,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
201224.253958,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
189637.693436,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
68380.404146,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
67207.6693034,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
56856.8309686,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
57776.371605,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
126552.002689,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
123794.210666,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
102775.937503,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
96641.9736834,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
118610.866212,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
120021.774575,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
91680.5372354,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97577.1574202,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
97386.9505585,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
96768.9857293,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
85736.5728066,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80173.2295727,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
275404.722558,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
272250.666239,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
378084.519273,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
364152.074123,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
147902.307975,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
146016.297401,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
131021.241525,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131655.471869,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62975.7741015,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
64370.8318922,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
49978.0977458,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
52942.3621457,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
