$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
347735.575944,0,0,0,0,0,0,0,0
402768.079276,0,0,0,0,1,0,0,0
351666.006159,1,0,0,0,0,0,0,0
408165.126453,1,0,0,0,1,0,0,0
357527.84502,0,0,0,0,0,0,1,0
361458.275236,1,0,0,0,0,0,1,0
412546.847144,0,0,0,0,1,0,1,0
417943.894321,1,0,0,0,1,0,1,0
364980.126209,0,0,0,1,0,0,0,0
427828.671855,0,0,0,1,1,0,0,0
374772.395286,0,0,0,1,0,0,1,0
437608.21122,0,0,0,1,1,0,1,0
368910.556425,1,0,0,1,0,0,0,0
378702.825501,1,0,0,1,0,0,1,0
433225.719032,1,0,0,1,1,0,0,0
443005.258397,1,0,0,1,1,0,1,0
358908.825747,0,1,0,0,0,0,0,0
415342.368743,0,1,0,0,1,0,0,0
362839.255962,1,1,0,0,0,0,0,0
420739.41592,1,1,0,0,1,0,0,0
376267.17191,0,1,0,1,0,0,0,0
380197.602125,1,1,0,1,0,0,0,0
440516.75722,0,1,0,1,1,0,0,0
445913.804397,1,1,0,1,1,0,0,0
368701.094823,0,1,0,0,0,0,1,0
425121.136611,0,1,0,0,1,0,1,0
386059.440986,0,1,0,1,0,0,1,0
450296.296586,0,1,0,1,1,0,1,0
372631.525038,1,1,0,0,0,0,1,0
389989.871202,1,1,0,1,0,0,1,0
430518.183788,1,1,0,0,1,0,1,0
455693.343763,1,1,0,1,1,0,1,0
369696.291115,0,0,0,0,0,1,0,0
427754.222335,0,0,0,0,1,1,0,0
373626.721331,1,0,0,0,0,1,0,0
433151.269512,1,0,0,0,1,1,0,0
379457.700287,0,0,0,0,0,1,1,0
383388.130503,1,0,0,0,0,1,1,0
437515.631507,0,0,0,0,1,1,1,0
442912.678684,1,0,0,0,1,1,1,0
380874.169904,0,1,0,0,0,1,0,0
440333.140788,0,1,0,0,1,1,0,0
390635.579076,0,1,0,0,0,1,1,0
450094.54996,0,1,0,0,1,1,1,0
384804.600119,1,1,0,0,0,1,0,0
394566.009291,1,1,0,0,0,1,1,0
445730.187965,1,1,0,0,1,1,0,0
455491.597137,1,1,0,0,1,1,1,0
386940.841381,0,0,0,1,0,1,0,0
452815.586412,0,0,0,1,1,1,0,0
390871.271596,1,0,0,1,0,1,0,0
458212.633589,1,0,0,1,1,1,0,0
398232.516067,0,1,0,1,0,1,0,0
402162.946283,1,1,0,1,0,1,0,0
465508.300762,0,1,0,1,1,1,0,0
470905.34794,1,1,0,1,1,1,0,0
396702.250552,0,0,0,1,0,1,1,0
462576.224086,0,0,0,1,1,1,1,0
407993.925239,0,1,0,1,0,1,1,0
475268.938437,0,1,0,1,1,1,1,0
400632.680768,1,0,0,1,0,1,1,0
411924.355454,1,1,0,1,0,1,1,0
467973.271263,1,0,0,1,1,1,1,0
480665.985614,1,1,0,1,1,1,1,0
351502.448665,0,0,1,0,0,0,0,0
406534.951997,0,0,1,0,1,0,0,0
355432.878881,1,0,1,0,0,0,0,0
411931.999174,1,0,1,0,1,0,0,0
361294.717742,0,0,1,0,0,0,1,0
365225.147957,1,0,1,0,0,0,1,0
416313.719865,0,0,1,0,1,0,1,0
421710.767042,1,0,1,0,1,0,1,0
368746.998931,0,0,1,1,0,0,0,0
431595.544576,0,0,1,1,1,0,0,0
378539.268007,0,0,1,1,0,0,1,0
441375.083942,0,0,1,1,1,0,1,0
372677.429146,1,0,1,1,0,0,0,0
382469.698223,1,0,1,1,0,0,1,0
436992.591753,1,0,1,1,1,0,0,0
446772.131119,1,0,1,1,1,0,1,0
373463.163837,0,0,1,0,0,1,0,0
431521.095057,0,0,1,0,1,1,0,0
377393.594052,1,0,1,0,0,1,0,0
436918.142234,1,0,1,0,1,1,0,0
390707.714102,0,0,1,1,0,1,0,0
394638.144318,1,0,1,1,0,1,0,0
456582.459133,0,0,1,1,1,1,0,0
461979.50631,1,0,1,1,1,1,0,0
383224.573009,0,0,1,0,0,1,1,0
441282.504228,0,0,1,0,1,1,1,0
400469.123274,0,0,1,1,0,1,1,0
466343.096807,0,0,1,1,1,1,1,0
387155.003224,1,0,1,0,0,1,1,0
404399.55349,1,0,1,1,0,1,1,0
446679.551406,1,0,1,0,1,1,1,0
471740.143984,1,0,1,1,1,1,1,0
362675.698468,0,1,1,0,0,0,0,0
419109.241465,0,1,1,0,1,0,0,0
366606.128684,1,1,1,0,0,0,0,0
424506.288642,1,1,1,0,1,0,0,0
372467.967545,0,1,1,0,0,0,1,0
376398.39776,1,1,1,0,0,0,1,0
428888.009333,0,1,1,0,1,0,1,0
434285.05651,1,1,1,0,1,0,1,0
384641.042625,0,1,1,0,0,1,0,0
444100.01351,0,1,1,0,1,1,0,0
394402.451797,0,1,1,0,0,1,1,0
453861.422681,0,1,1,0,1,1,1,0
388571.472841,1,1,1,0,0,1,0,0
398332.882013,1,1,1,0,0,1,1,0
449497.060687,1,1,1,0,1,1,0,0
459258.469859,1,1,1,0,1,1,1,0
380034.044632,0,1,1,1,0,0,0,0
444283.629942,0,1,1,1,1,0,0,0
383964.474847,1,1,1,1,0,0,0,0
449680.677119,1,1,1,1,1,0,0,0
401999.388789,0,1,1,1,0,1,0,0
405929.819004,1,1,1,1,0,1,0,0
469275.173484,0,1,1,1,1,1,0,0
474672.220661,1,1,1,1,1,1,0,0
389826.313708,0,1,1,1,0,0,1,0
454063.169307,0,1,1,1,1,0,1,0
411760.79796,0,1,1,1,0,1,1,0
479035.811158,0,1,1,1,1,1,1,0
393756.743923,1,1,1,1,0,0,1,0
415691.228176,1,1,1,1,0,1,1,0
459460.216484,1,1,1,1,1,0,1,0
484432.858335,1,1,1,1,1,1,1,0
369090.665489,0,0,0,0,0,0,0,1
424919.354357,0,0,0,0,1,0,0,1
373149.550057,1,0,0,0,0,0,0,1
430566.75251,1,0,0,0,1,0,0,1
379652.889183,0,0,0,0,0,0,1,1
383712.545249,1,0,0,0,0,0,1,1
435468.84834,0,0,0,0,1,0,1,1
441117.01799,1,0,0,0,1,0,1,1
404402.532596,0,0,0,1,0,0,0,1
468155.273443,0,0,0,1,1,0,0,1
414965.527787,0,0,0,1,0,0,1,1
478704.767426,0,0,0,1,1,0,1,1
408462.188662,1,0,0,1,0,0,0,1
419024.412355,1,0,0,1,0,0,1,1
