$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
753755.548781,0,0,0,0,0,0,0,0
873043.454878,0,0,0,0,1,0,0,0
762274.025949,1,0,0,0,0,0,0,0
884740.987481,1,0,0,0,1,0,0,0
774980.213849,0,0,0,0,0,0,1,0
783498.691016,1,0,0,0,0,0,1,0
894238.854575,0,0,0,0,1,0,1,0
905936.387178,1,0,0,0,1,0,1,0
791133.862443,0,0,0,1,0,0,0,0
927363.909841,0,0,0,1,1,0,0,0
812358.52751,0,0,0,1,0,0,1,0
948560.981845,0,0,0,1,1,0,1,0
799652.33961,1,0,0,1,0,0,0,0
820877.004678,1,0,0,1,0,0,1,0
939061.442444,1,0,0,1,1,0,0,0
960258.514448,1,0,0,1,1,0,1,0
777973.643217,0,1,0,0,0,0,0,0
900298.458662,0,1,0,0,1,0,0,0
786492.120385,1,1,0,0,0,0,0,0
911995.991265,1,1,0,0,1,0,0,0
815598.622148,0,1,0,1,0,0,0,0
824117.099315,1,1,0,1,0,0,0,0
954865.578894,0,1,0,1,1,0,0,0
966563.111497,1,1,0,1,1,0,0,0
799198.308284,0,1,0,0,0,0,1,0
921493.858358,0,1,0,0,1,0,1,0
836823.287215,0,1,0,1,0,0,1,0
976062.650898,0,1,0,1,1,0,1,0
807716.785452,1,1,0,0,0,0,1,0
845341.764383,1,1,0,1,0,0,1,0
933191.390961,1,1,0,0,1,0,1,0
987760.183501,1,1,0,1,1,0,1,0
801356.674582,0,0,0,0,0,1,0,0
927202.532225,0,0,0,0,1,1,0,0
809875.151749,1,0,0,0,0,1,0,0
938900.064828,1,0,0,0,1,1,0,0
822514.447373,0,0,0,0,0,1,1,0
831032.92454,1,0,0,0,0,1,1,0
948360.305016,0,0,0,0,1,1,1,0
960057.837619,1,0,0,0,1,1,1,0
825584.802859,0,1,0,0,0,1,0,0
954467.56985,0,1,0,0,1,1,0,0
846742.57565,0,1,0,0,0,1,1,0
975625.342641,0,1,0,0,1,1,1,0
834103.280026,1,1,0,0,0,1,0,0
855261.052817,1,1,0,0,0,1,1,0
966165.102453,1,1,0,0,1,1,0,0
987322.875244,1,1,0,0,1,1,1,0
838734.988243,0,0,0,1,0,1,0,0
981524.659495,0,0,0,1,1,1,0,0
847253.465411,1,0,0,1,0,1,0,0
993222.192098,1,0,0,1,1,1,0,0
863209.781789,0,1,0,1,0,1,0,0
871728.258957,1,1,0,1,0,1,0,0
1009036.36239,0,1,0,1,1,1,0,0
1020733.89499,1,1,0,1,1,1,0,0
859892.761034,0,0,0,1,0,1,1,0
1002680.75998,0,0,0,1,1,1,1,0
884367.55458,0,1,0,1,0,1,1,0
1030192.46287,0,1,0,1,1,1,1,0
868411.238201,1,0,0,1,0,1,1,0
892886.031748,1,1,0,1,0,1,1,0
1014378.29258,1,0,0,1,1,1,1,0
1041889.99548,1,1,0,1,1,1,1,0
761919.496884,0,0,1,0,0,0,0,0
881207.402981,0,0,1,0,1,0,0,0
770437.974052,1,0,1,0,0,0,0,0
892904.935584,1,0,1,0,1,0,0,0
783144.161952,0,0,1,0,0,0,1,0
791662.639119,1,0,1,0,0,0,1,0
902402.802678,0,0,1,0,1,0,1,0
914100.335281,1,0,1,0,1,0,1,0
799297.810546,0,0,1,1,0,0,0,0
935527.857944,0,0,1,1,1,0,0,0
820522.475613,0,0,1,1,0,0,1,0
956724.929948,0,0,1,1,1,0,1,0
807816.287713,1,0,1,1,0,0,0,0
829040.952781,1,0,1,1,0,0,1,0
947225.390547,1,0,1,1,1,0,0,0
968422.462551,1,0,1,1,1,0,1,0
809520.622684,0,0,1,0,0,1,0,0
935366.480328,0,0,1,0,1,1,0,0
818039.099852,1,0,1,0,0,1,0,0
947064.01293,1,0,1,0,1,1,0,0
846898.936346,0,0,1,1,0,1,0,0
855417.413513,1,0,1,1,0,1,0,0
989688.607598,0,0,1,1,1,1,0,0
1001386.1402,1,0,1,1,1,1,0,0
830678.395475,0,0,1,0,0,1,1,0
956524.253118,0,0,1,0,1,1,1,0
868056.709137,0,0,1,1,0,1,1,0
1010844.70808,0,0,1,1,1,1,1,0
839196.872643,1,0,1,0,0,1,1,0
876575.186304,1,0,1,1,0,1,1,0
968221.785721,1,0,1,0,1,1,1,0
1022542.24068,1,0,1,1,1,1,1,0
786137.59132,0,1,1,0,0,0,0,0
908462.406765,0,1,1,0,1,0,0,0
794656.068488,1,1,1,0,0,0,0,0
920159.939368,1,1,1,0,1,0,0,0
807362.256387,0,1,1,0,0,0,1,0
815880.733555,1,1,1,0,0,0,1,0
929657.806461,0,1,1,0,1,0,1,0
941355.339064,1,1,1,0,1,0,1,0
833748.750961,0,1,1,0,0,1,0,0
962631.517953,0,1,1,0,1,1,0,0
854906.523752,0,1,1,0,0,1,1,0
983789.290744,0,1,1,0,1,1,1,0
842267.228129,1,1,1,0,0,1,0,0
863425.00092,1,1,1,0,0,1,1,0
974329.050556,1,1,1,0,1,1,0,0
