$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1090138.01393,0,0,0,0,0,0,0,0
1262660.7169,0,0,0,0,1,0,0,0
1102457.63057,1,0,0,0,0,0,0,0
1279578.12281,1,0,0,0,1,0,0,0
1120834.27597,0,0,0,0,0,0,1,0
1133153.89261,1,0,0,0,0,0,1,0
1293314.65316,0,0,0,0,1,0,1,0
1310232.05907,1,0,0,0,1,0,1,0
1144196.89854,0,0,0,1,0,0,0,0
1341222.60159,0,0,0,1,1,0,0,0
1174893.16058,0,0,0,1,0,0,1,0
1371878.95647,0,0,0,1,1,0,1,0
1156516.51518,1,0,0,1,0,0,0,0
1187212.77722,1,0,0,1,0,0,1,0
1358140.0075,1,0,0,1,1,0,0,0
1388796.36238,1,0,0,1,1,0,1,0
1125163.59886,0,1,0,0,0,0,0,0
1302078.50873,0,1,0,0,1,0,0,0
1137483.21549,1,1,0,0,0,0,0,0
1318995.91464,1,1,0,0,1,0,0,0
1179579.22935,0,1,0,1,0,0,0,0
1191898.84598,1,1,0,1,0,0,0,0
1380997.1393,0,1,0,1,1,0,0,0
1397914.54521,1,1,0,1,1,0,0,0
1155859.8609,0,1,0,0,0,0,1,0
1332732.44499,0,1,0,0,1,0,1,0
1210275.49139,0,1,0,1,0,0,1,0
1411653.49417,0,1,0,1,1,0,1,0
1168179.47753,1,1,0,0,0,0,1,0
1222595.10802,1,1,0,1,0,0,1,0
1349649.8509,1,1,0,0,1,0,1,0
1428570.90009,1,1,0,1,1,0,1,0
1158981.89898,0,0,0,0,0,1,0,0
1340989.20513,0,0,0,0,1,1,0,0
1171301.51562,1,0,0,0,0,1,0,0
1357906.61105,1,0,0,0,1,1,0,0
1189581.41638,0,0,0,0,0,1,1,0
1201901.03302,1,0,0,0,0,1,1,0
1371588.72253,0,0,0,0,1,1,1,0
1388506.12844,1,0,0,0,1,1,1,0
1194021.9956,0,1,0,0,0,1,0,0
1380421.50866,0,1,0,0,1,1,0,0
1224621.513,0,1,0,0,0,1,1,0
1411021.02606,0,1,0,0,1,1,1,0
1206341.61224,1,1,0,0,0,1,0,0
1236941.12964,1,1,0,0,0,1,1,0
1397338.91457,1,1,0,0,1,1,0,0
1427938.43197,1,1,0,0,1,1,1,0
1213040.78359,0,0,0,1,0,1,0,0
1419553.50844,0,0,0,1,1,1,0,0
1225360.40023,1,0,0,1,0,1,0,0
1436470.91435,1,0,0,1,1,1,0,0
1248437.6261,0,1,0,1,0,1,0,0
1260757.24273,1,1,0,1,0,1,0,0
1459342.55784,0,1,0,1,1,1,0,0
1476259.96376,1,1,0,1,1,1,0,0
1243640.30099,0,0,0,1,0,1,1,0
1450150.60722,0,0,0,1,1,1,1,0
1279037.14349,0,1,0,1,0,1,1,0
1489939.65662,0,1,0,1,1,1,1,0
1255959.91763,1,0,0,1,0,1,1,0
1291356.76013,1,1,0,1,0,1,1,0
1467068.01313,1,0,0,1,1,1,1,0
1506857.06254,1,1,0,1,1,1,1,0
1101944.88395,0,0,1,0,0,0,0,0
1274467.58692,0,0,1,0,1,0,0,0
1114264.50058,1,0,1,0,0,0,0,0
1291384.99283,1,0,1,0,1,0,0,0
1132641.14599,0,0,1,0,0,0,1,0
1144960.76262,1,0,1,0,0,0,1,0
1305121.52318,0,0,1,0,1,0,1,0
1322038.92909,1,0,1,0,1,0,1,0
1156003.76856,0,0,1,1,0,0,0,0
1353029.47161,0,0,1,1,1,0,0,0
1186700.0306,0,0,1,1,0,0,1,0
1383685.82648,0,0,1,1,1,0,1,0
1168323.38519,1,0,1,1,0,0,0,0
1199019.64723,1,0,1,1,0,0,1,0
1369946.87752,1,0,1,1,1,0,0,0
1400603.23239,1,0,1,1,1,0,1,0
1170788.769,0,0,1,0,0,1,0,0
1352796.07515,0,0,1,0,1,1,0,0
1183108.38564,1,0,1,0,0,1,0,0
1369713.48106,1,0,1,0,1,1,0,0
1224847.65361,0,0,1,1,0,1,0,0
1237167.27025,1,0,1,1,0,1,0,0
1431360.37845,0,0,1,1,1,1,0,0
1448277.78437,1,0,1,1,1,1,0,0
1201388.28639,0,0,1,0,0,1,1,0
1383395.59255,0,0,1,0,1,1,1,0
1255447.17101,0,0,1,1,0,1,1,0
1461957.47723,0,0,1,1,1,1,1,0
1213707.90303,1,0,1,0,0,1,1,0
1267766.78764,1,0,1,1,0,1,1,0
1400312.99846,1,0,1,0,1,1,1,0
1478874.88315,1,0,1,1,1,1,1,0
1136970.46887,0,1,1,0,0,0,0,0
1313885.37875,0,1,1,0,1,0,0,0
1149290.08551,1,1,1,0,0,0,0,0
1330802.78466,1,1,1,0,1,0,0,0
1167666.73091,0,1,1,0,0,0,1,0
1179986.34755,1,1,1,0,0,0,1,0
1344539.31501,0,1,1,0,1,0,1,0
1361456.72092,1,1,1,0,1,0,1,0
1205828.86562,0,1,1,0,0,1,0,0
1392228.37868,0,1,1,0,1,1,0,0
1236428.38302,0,1,1,0,0,1,1,0
1422827.89607,0,1,1,0,1,1,1,0
1218148.48226,1,1,1,0,0,1,0,0
1248747.99965,1,1,1,0,0,1,1,0
1409145.78459,1,1,1,0,1,1,0,0
1439745.30198,1,1,1,0,1,1,1,0
