$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
9224.22771873,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9524.56144246,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
9513.33401354,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9536.08715708,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9232.94657611,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9216.10543273,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9227.33286165,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
9232.94657611,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9508.01858477,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9552.92830047,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
9491.17744138,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9496.79115584,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
9844.84145251,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
9224.52600442,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9512.43915646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527.66658539,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
9536.08715708,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
9530.47344262,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
9196.45743211,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
9488.37058415,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
9536.08715708,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
9513.63229923,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
9533.28029985,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
9943.0814556,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9536.08715708,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
