$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
21835.162916,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21997.1492753,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29657.536462,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
35513.0820836,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
35597.7330198,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40203.3709914,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
111016.49178,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
123304.463477,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
86461.4498512,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21777.6838853,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22286.6345756,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23312.8965424,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24549.2182398,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24742.5567977,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26019.6363533,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26912.1289395,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27533.9475447,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27800.4412327,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7995.257389,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8401.79089727,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9167.82961594,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9732.1691904,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11090.7644622,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13427.5483298,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15304.4999515,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19647.8245283,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20733.6556725,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5283.29221174,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5292.69787132,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4757.62034886,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5025.15911009,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5213.27230158,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5272.84147888,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5548.74082639,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5592.63390441,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5385.70939377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70367.3212462,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
71035.123076,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
