$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
569712.675589,0,0,0,0,0,0,0,0
659874.554066,0,0,0,0,1,0,0,0
576151.458653,1,0,0,0,0,0,0,0
668716.169429,1,0,0,0,1,0,0,0
585755.203948,0,0,0,0,0,0,1,0
592193.987012,1,0,0,0,0,0,1,0
675894.962717,0,0,0,0,1,0,1,0
684736.57808,1,0,0,0,1,0,1,0
597964.650864,0,0,0,1,0,0,0,0
700931.944395,0,0,0,1,1,0,0,0
614007.179223,0,0,0,1,0,0,1,0
716953.617029,0,0,0,1,1,0,1,0
604403.433929,1,0,0,1,0,0,0,0
620445.962287,1,0,0,1,0,0,1,0
709773.559758,1,0,0,1,1,0,0,0
725795.232392,1,0,0,1,1,0,1,0
588017.734097,0,1,0,0,0,0,0,0
680475.006291,0,1,0,0,1,0,0,0
594456.517162,1,1,0,0,0,0,0,0
689316.621653,1,1,0,0,1,0,0,0
616456.146913,0,1,0,1,0,0,0,0
622894.929977,1,1,0,1,0,0,0,0
721718.83416,0,1,0,1,1,0,0,0
730560.449523,1,1,0,1,1,0,0,0
604060.262456,0,1,0,0,0,0,1,0
696495.414941,0,1,0,0,1,0,1,0
632498.675272,0,1,0,1,0,0,1,0
737740.506794,0,1,0,1,1,0,1,0
610499.04552,1,1,0,0,0,0,1,0
638937.458336,1,1,0,1,0,0,1,0
705337.030304,1,1,0,0,1,0,1,0
746582.122157,1,1,0,1,1,0,1,0
605691.380923,0,0,0,0,0,1,0,0
700809.970005,0,0,0,0,1,1,0,0
612130.163987,1,0,0,0,0,1,0,0
709651.585367,1,0,0,0,1,1,0,0
621683.349949,0,0,0,0,0,1,1,0
628122.133013,1,0,0,0,0,1,1,0
716801.93903,0,0,0,0,1,1,1,0
725643.554393,1,0,0,0,1,1,1,0
624004.023331,0,1,0,0,0,1,0,0
721418.006129,0,1,0,0,1,1,0,0
639995.992357,0,1,0,0,0,1,1,0
737409.975155,0,1,0,0,1,1,1,0
630442.806396,1,1,0,0,0,1,0,0
646434.775421,1,1,0,0,0,1,1,0
730259.621492,1,1,0,0,1,1,0,0
746251.590518,1,1,0,0,1,1,1,0
633943.356198,0,0,0,1,0,1,0,0
741868.624317,0,0,0,1,1,1,0,0
640382.139263,1,0,0,1,0,1,0,0
750710.23968,1,0,0,1,1,1,0,0
652442.436147,0,1,0,1,0,1,0,0
658881.219211,1,1,0,1,0,1,0,0
762663.097982,0,1,0,1,1,1,0,0
771504.713345,1,1,0,1,1,1,0,0
649935.325224,0,0,0,1,0,1,1,0
757859.32936,0,0,0,1,1,1,1,0
668434.405173,0,1,0,1,0,1,1,0
778653.803024,0,1,0,1,1,1,1,0
656374.108288,1,0,0,1,0,1,1,0
674873.188237,1,1,0,1,0,1,1,0
766700.944722,1,0,0,1,1,1,1,0
787495.418387,1,1,0,1,1,1,1,0
575883.494188,0,0,1,0,0,0,0,0
666045.372666,0,0,1,0,1,0,0,0
582322.277253,1,0,1,0,0,0,0,0
674886.988028,1,0,1,0,1,0,0,0
591926.022547,0,0,1,0,0,0,1,0
598364.805611,1,0,1,0,0,0,1,0
682065.781316,0,0,1,0,1,0,1,0
690907.396679,1,0,1,0,1,0,1,0
604135.469464,0,0,1,1,0,0,0,0
707102.762995,0,0,1,1,1,0,0,0
620177.997823,0,0,1,1,0,0,1,0
723124.435629,0,0,1,1,1,0,1,0
610574.252528,1,0,1,1,0,0,0,0
626616.780887,1,0,1,1,0,0,1,0
715944.378358,1,0,1,1,1,0,0,0
731966.050992,1,0,1,1,1,0,1,0
611862.199523,0,0,1,0,0,1,0,0
706980.788604,0,0,1,0,1,1,0,0
618300.982587,1,0,1,0,0,1,0,0
715822.403967,1,0,1,0,1,1,0,0
640114.174798,0,0,1,1,0,1,0,0
646552.957862,1,0,1,1,0,1,0,0
748039.442917,0,0,1,1,1,1,0,0
756881.05828,1,0,1,1,1,1,0,0
627854.168548,0,0,1,0,0,1,1,0
722972.75763,0,0,1,0,1,1,1,0
656106.143824,0,0,1,1,0,1,1,0
764030.147959,0,0,1,1,1,1,1,0
634292.951612,1,0,1,0,0,1,1,0
662544.926888,1,0,1,1,0,1,1,0
731814.372993,1,0,1,0,1,1,1,0
772871.763322,1,0,1,1,1,1,1,0
594188.552697,0,1,1,0,0,0,0,0
686645.82489,0,1,1,0,1,0,0,0
600627.335761,1,1,1,0,0,0,0,0
695487.440253,1,1,1,0,1,0,0,0
610231.081056,0,1,1,0,0,0,1,0
616669.86412,1,1,1,0,0,0,1,0
702666.233541,0,1,1,0,1,0,1,0
711507.848904,1,1,1,0,1,0,1,0
630174.841931,0,1,1,0,0,1,0,0
727588.824729,0,1,1,0,1,1,0,0
646166.810957,0,1,1,0,0,1,1,0
743580.793754,0,1,1,0,1,1,1,0
636613.624995,1,1,1,0,0,1,0,0
652605.594021,1,1,1,0,0,1,1,0
736430.440091,1,1,1,0,1,1,0,0
752422.409117,1,1,1,0,1,1,1,0
622626.965513,0,1,1,1,0,0,0,0
727889.65276,0,1,1,1,1,0,0,0
629065.748577,1,1,1,1,0,0,0,0
736731.268122,1,1,1,1,1,0,0,0
658613.254747,0,1,1,1,0,1,0,0
665052.037811,1,1,1,1,0,1,0,0
768833.916581,0,1,1,1,1,1,0,0
777675.531944,1,1,1,1,1,1,0,0
638669.493871,0,1,1,1,0,0,1,0
743911.325394,0,1,1,1,1,0,1,0
674605.223772,0,1,1,1,0,1,1,0
784824.621624,0,1,1,1,1,1,1,0
645108.276935,1,1,1,1,0,0,1,0
681044.006836,1,1,1,1,0,1,1,0
752752.940756,1,1,1,1,1,0,1,0
793666.236987,1,1,1,1,1,1,1,0
604699.154014,0,0,0,0,0,0,0,1
696165.463281,0,0,0,0,1,0,0,1
611348.390301,1,0,0,0,0,0,0,1
705417.241233,1,0,0,0,1,0,0,1
622003.13773,0,0,0,0,0,0,1,1
628653.638001,1,0,0,0,0,0,1,1
713448.591272,0,0,0,0,1,0,1,1
722701.633207,1,0,0,0,1,0,1,1
662551.722759,0,0,0,1,0,0,0,1
767000.404745,0,0,0,1,1,0,0,1
679856.970458,0,0,0,1,0,0,1,1
784283.532736,0,0,0,1,1,0,1,1
669202.223029,1,0,0,1,0,0,0,1
686506.206745,1,0,0,1,0,0,1,1
776252.182697,1,0,0,1,1,0,0,1
793536.574671,1,0,0,1,1,0,1,1
624681.518393,0,1,0,0,0,0,0,1
718443.221376,0,1,0,0,1,0,0,1
631332.018664,1,1,0,0,0,0,0,1
727696.263311,1,1,0,0,1,0,0,1
683373.372065,0,1,0,1,0,0,0,1
690022.608352,1,1,0,1,0,0,0,1
790116.183784,0,1,0,1,1,0,0,1
799369.225719,1,1,0,1,1,0,0,1
641986.766092,0,1,0,0,0,0,1,1
735727.613351,0,1,0,0,1,0,1,1
700677.355781,0,1,0,1,0,0,1,1
807400.575759,0,1,0,1,1,0,1,1
648636.00238,1,1,0,0,0,0,1,1
707327.856052,1,1,0,1,0,0,1,1
744979.391302,1,1,0,0,1,0,1,1
816652.35371,1,1,0,1,1,0,1,1
611458.356851,0,0,1,0,0,0,0,1
702924.666118,0,0,1,0,1,0,0,1
618108.857121,1,0,1,0,0,0,0,1
712177.708053,1,0,1,0,1,0,0,1
628763.60455,0,0,1,0,0,0,1,1
635412.840837,1,0,1,0,0,0,1,1
720209.058092,0,0,1,0,1,0,1,1
729460.836044,1,0,1,0,1,0,1,1
631441.985213,0,1,1,0,0,0,0,1
725203.688197,0,1,1,0,1,0,0,1
648745.968929,0,1,1,0,0,0,1,1
742486.816188,0,1,1,0,1,0,1,1
638091.221501,1,1,1,0,0,0,0,1
655396.4692,1,1,1,0,0,0,1,1
734455.466148,1,1,1,0,1,0,0,1
751739.858122,1,1,1,0,1,0,1,1
669312.189579,0,0,1,1,0,0,0,1
773759.607582,0,0,1,1,1,0,0,1
675961.425866,1,0,1,1,0,0,0,1
783012.649517,1,0,1,1,1,0,0,1
690132.574902,0,1,1,1,0,0,0,1
696783.075172,1,1,1,1,0,0,0,1
796876.650604,0,1,1,1,1,0,0,1
806128.428556,1,1,1,1,1,0,0,1
686616.173295,0,0,1,1,0,0,1,1
791043.999556,0,0,1,1,1,0,1,1
707437.822601,0,1,1,1,0,0,1,1
814159.778595,0,1,1,1,1,0,1,1
693266.673565,1,0,1,1,0,0,1,1
714087.058888,1,1,1,1,0,0,1,1
800295.777508,1,0,1,1,1,0,1,1
