$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
5504.9889768,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5684.18776548,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5677.48874534,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5691.46809686,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5510.59455314,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5500.54602294,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5507.24504307,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
5510.59455314,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5674.72054651,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5701.51662707,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5664.67201631,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5668.02152638,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5875.69115064,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5505.57028804,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5675.74481162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5686.44383176,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
5691.46809686,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
5688.11858679,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
5488.8227377,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
5662.99726127,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5691.46809686,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5678.07005658,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
5689.79334182,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
5934.30757685,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5691.46809686,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
5674.72054651,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5686.44383176,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
