$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
104522.477186,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
105298.000124,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
141972.730027,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
170006.633389,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
170411.906666,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
192461.774972,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
531485.379812,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
590315.04887,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
413926.109171,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
104247.291628,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106683.934665,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
111597.247729,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
117516.238927,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
118441.863078,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
124555.985853,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
128828.867073,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
131805.874479,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
133081.734797,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38262.7980455,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40209.110451,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43876.5834413,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46578.4052895,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53082.7912204,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64270.3350215,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73256.3943537,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94050.4158374,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99248.9212084,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25279.0430527,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25324.0734168,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22762.3460348,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24043.2097258,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24943.8170086,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25229.0093148,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26549.8999961,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26760.0416954,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25769.3736844,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
336874.152759,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
340071.308613,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
337299.439532,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1134592.05682,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1133431.2741,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1133391.24711,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1138324.57367,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2884907.3007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2881494.99978,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20589.8824834,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20910.0984062,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21165.2704696,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21855.7360531,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21795.6955675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22876.4243068,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22200.9688448,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23491.8392834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22901.4411758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110321.887075,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
111252.5146,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
148077.345717,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
175250.668787,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
173684.612789,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
197700.806996,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
535623.669601,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
593132.447978,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
417093.744445,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
107024.663745,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
111492.676542,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
116861.296622,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
121934.717648,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
125101.853259,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130365.40249,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
131666.279676,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
135638.958467,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
137430.166285,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44332.3901191,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44662.6127894,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49015.5479893,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51852.4609299,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57306.1383643,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69849.5964633,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78395.3589018,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99319.4681041,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102591.674565,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32889.6742545,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29877.6432311,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30908.3382324,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30252.8962656,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30628.1493,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30918.34498,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32299.2761469,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31833.9623841,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32334.2997634,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
340772.280607,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
342578.498546,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
340857.337961,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1144904.50987,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1141827.43499,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1137719.6651,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1142052.58681,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2903190.1282,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2907437.99255,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24898.2869818,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
