$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
25615.3888548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26142.2202535,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
25711.8484669,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
27482.8331901,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
25698.6705407,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
26398.3862834,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
27865.6358771,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26481.6679692,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
26494.8458955,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
25795.1301528,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
26578.1275814,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
27566.114876,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
27579.2928022,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
27662.5744881,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
28265.8306187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
28362.2902308,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
28349.1123045,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
28445.5719167,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
27948.9175629,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
28648.6333057,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
28731.9149915,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
27959.2027737,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
28742.2002023,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
28042.4844596,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
28825.4818881,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
29733.0802124,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
29816.3618982,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
29826.647109,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
29909.9287948,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
30516.077641,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
30609.6445376,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
30599.3593268,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
30692.9262234,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
26238.6798657,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
26225.5019394,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
26321.9615515,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
