$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1120888.73591,0,0,0,0,0,0,0,0
1298277.94831,0,0,0,0,1,0,0,0
1133555.83732,1,0,0,0,0,0,0,0
1315672.53389,1,0,0,0,1,0,0,0
1152450.85297,0,0,0,0,0,0,1,0
1165117.95438,1,0,0,0,0,0,1,0
1329796.54566,0,0,0,0,1,0,1,0
1347191.13124,1,0,0,0,1,0,1,0
1176472.49073,0,0,0,1,0,0,0,0
1379055.88628,0,0,0,1,1,0,0,0
1208034.60779,0,0,0,1,0,0,1,0
1410576.97047,0,0,0,1,1,0,1,0
1189139.59214,1,0,0,1,0,0,0,0
1220701.7092,1,0,0,1,0,0,1,0
1396450.47186,1,0,0,1,1,0,0,0
1427971.55605,1,0,0,1,1,0,1,0
1156902.29783,0,1,0,0,0,0,0,0
1338807.61294,0,1,0,0,1,0,0,0
1169569.39923,1,1,0,0,0,0,0,0
1356202.19852,1,1,0,0,1,0,0,0
1212852.86165,0,1,0,1,0,0,0,0
1225519.96306,1,1,0,1,0,0,0,0
1419952.35992,0,1,0,1,1,0,0,0
1437346.9455,1,1,0,1,1,0,0,0
1188464.41489,0,1,0,0,0,0,1,0
1370326.21029,0,1,0,0,1,0,1,0
1244414.97871,0,1,0,1,0,0,1,0
1451473.44411,0,1,0,1,1,0,1,0
1201131.51629,1,1,0,0,0,0,1,0
1257082.08011,1,1,0,1,0,0,1,0
1387720.79587,1,1,0,0,1,0,1,0
1468868.02969,1,1,0,1,1,0,1,0
1191674.54794,0,0,0,0,0,1,0,0
1378815.90616,0,0,0,0,1,1,0,0
1204341.64935,1,0,0,0,0,1,0,0
1396210.49174,1,0,0,0,1,1,0,0
1223137.19137,0,0,0,0,0,1,1,0
1235804.29278,1,0,0,0,0,1,1,0
1410278.54959,0,0,0,0,1,1,1,0
1427673.13517,1,0,0,0,1,1,1,0
1227703.0309,0,1,0,0,0,1,0,0
1419360.49183,0,1,0,0,1,1,0,0
1259165.67433,0,1,0,0,0,1,1,0
1450823.13526,0,1,0,0,1,1,1,0
1240370.13231,1,1,0,0,0,1,0,0
1271832.77574,1,1,0,0,0,1,1,0
1436755.07741,1,1,0,0,1,1,0,0
1468217.72084,1,1,0,0,1,1,1,0
1247258.30276,0,0,0,1,0,1,0,0
1459596.33097,0,0,0,1,1,1,0,0
1259925.40417,1,0,0,1,0,1,0,0
1476990.91655,1,0,0,1,1,1,0,0
1283653.59473,0,1,0,1,0,1,0,0
1296320.69613,1,1,0,1,0,1,0,0
1500507.72565,0,1,0,1,1,1,0,0
1517902.31123,1,1,0,1,1,1,0,0
1278720.94619,0,0,0,1,0,1,1,0
1491056.48756,0,0,0,1,1,1,1,0
1315116.23816,0,1,0,1,0,1,1,0
1531967.88224,0,1,0,1,1,1,1,0
1291388.0476,1,0,0,1,0,1,1,0
1327783.33956,1,1,0,1,0,1,1,0
1508451.07314,1,0,0,1,1,1,1,0
1549362.46782,1,1,0,1,1,1,1,0
1133028.62709,0,0,1,0,0,0,0,0
1310417.83949,0,0,1,0,1,0,0,0
1145695.72849,1,0,1,0,0,0,0,0
1327812.42507,1,0,1,0,1,0,0,0
1164590.74415,0,0,1,0,0,0,1,0
1177257.84555,1,0,1,0,0,0,1,0
1341936.43684,0,0,1,0,1,0,1,0
1359331.02242,1,0,1,0,1,0,1,0
1188612.38191,0,0,1,1,0,0,0,0
1391195.77746,0,0,1,1,1,0,0,0
1220174.49897,0,0,1,1,0,0,1,0
1422716.86165,0,0,1,1,1,0,1,0
1201279.48331,1,0,1,1,0,0,0,0
1232841.60037,1,0,1,1,0,0,1,0
1408590.36304,1,0,1,1,1,0,0,0
1440111.44723,1,0,1,1,1,0,1,0
1203814.43912,0,0,1,0,0,1,0,0
1390955.79733,0,0,1,0,1,1,0,0
1216481.54052,1,0,1,0,0,1,0,0
1408350.38291,1,0,1,0,1,1,0,0
1259398.19394,0,0,1,1,0,1,0,0
1272065.29534,1,0,1,1,0,1,0,0
1471736.22214,0,0,1,1,1,1,0,0
1489130.80772,1,0,1,1,1,1,0,0
1235277.08255,0,0,1,0,0,1,1,0
1422418.44076,0,0,1,0,1,1,1,0
1290860.83737,0,0,1,1,0,1,1,0
1503196.37873,0,0,1,1,1,1,1,0
1247944.18396,1,0,1,0,0,1,1,0
1303527.93877,1,0,1,1,0,1,1,0
1439813.02634,1,0,1,0,1,1,1,0
1520590.96431,1,0,1,1,1,1,1,0
1169042.189,0,1,1,0,0,0,0,0
1350947.50412,0,1,1,0,1,0,0,0
1181709.29041,1,1,1,0,0,0,0,0
1368342.0897,1,1,1,0,1,0,0,0
1200604.30606,0,1,1,0,0,0,1,0
1213271.40747,1,1,1,0,0,0,1,0
1382466.10147,0,1,1,0,1,0,1,0
1399860.68705,1,1,1,0,1,0,1,0
1239842.92208,0,1,1,0,0,1,0,0
1431500.38301,0,1,1,0,1,1,0,0
1271305.56551,0,1,1,0,0,1,1,0
1462963.02644,0,1,1,0,1,1,1,0
1252510.02348,1,1,1,0,0,1,0,0
1283972.66691,1,1,1,0,0,1,1,0
1448894.96859,1,1,1,0,1,1,0,0
1480357.61202,1,1,1,0,1,1,1,0
1224992.75283,0,1,1,1,0,0,0,0
1432092.25109,0,1,1,1,1,0,0,0
1237659.85423,1,1,1,1,0,0,0,0
1449486.83667,1,1,1,1,1,0,0,0
1295793.4859,0,1,1,1,0,1,0,0
1308460.58731,1,1,1,1,0,1,0,0
1512647.61682,0,1,1,1,1,1,0,0
1530042.2024,1,1,1,1,1,1,0,0
1256554.86989,0,1,1,1,0,0,1,0
1463613.33528,0,1,1,1,1,0,1,0
1327256.12933,0,1,1,1,0,1,1,0
1544107.77341,0,1,1,1,1,1,1,0
1269221.97129,1,1,1,1,0,0,1,0
1339923.23074,1,1,1,1,0,1,1,0
1481007.92086,1,1,1,1,1,0,1,0
1561502.35899,1,1,1,1,1,1,1,0
1189722.37799,0,0,0,0,0,0,0,1
1369678.01,0,0,0,0,1,0,0,1
1202803.53837,1,0,0,0,0,0,0,1
1387879.57539,1,0,0,0,1,0,0,1
1223766.36207,0,0,0,0,0,0,1,1
1236850.00929,1,0,0,0,0,0,1,1
1403680.96121,0,0,0,0,1,0,1,1
1421885.01343,1,0,0,0,1,0,1,1
1303544.21179,0,0,0,1,0,0,0,1
1509042.18465,0,0,0,1,1,0,0,1
1337590.68271,0,0,0,1,0,0,1,1
1543045.13585,0,0,0,1,1,0,1,1
1316627.85901,1,0,0,1,0,0,0,1
