$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
1190.23310493,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1228.90107304,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1227.45554152,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1231.25625884,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1192.22690785,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1190.05861057,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1191.50414209,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1192.22690785,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1227.64243004,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1233.42455611,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1225.47413276,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1226.19689852,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1271.00837558,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1191.14275921,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1224.72657868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230.1721102,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1231.25625884,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1230.53349308,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1187.52893041,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1225.11274988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1231.25625884,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1228.3651958,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1230.89487596,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1283.65677636,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
1231.25625884,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1227.64243004,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1230.1721102,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1227.64243004,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1184.99925026,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1222.94445261,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1226.91966428,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1225.47413276,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1228.3651958,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1284.740925,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1229.44934444,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1231.97902459,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1232.16591312,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1232.16591312,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1203.61666563,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1226.02240416,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1229.27485008,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1230.7203816,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1233.61144463,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1289.98717384,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1232.88867887,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1191.69103061,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1191.32964773,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4295.60858277,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1228.19070144,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1236.14112479,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1226.38378704,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1227.82931856,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1273.36356138,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1192.05241349,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1192.41379637,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1193.49794501,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1229.63623296,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1233.61144463,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1227.1065528,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1227.82931856,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1273.72494426,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1190.24549909,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1192.77517925,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1230.35899872,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1235.41835903,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1225.2996384,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1227.46793568,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1273.72494426,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1192.05241349,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1192.41379637,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1190.60688197,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1189.88411621,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1211.2057061,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1248.06675981,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1192.41379637,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1228.55208432,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1226.38378704,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1228.9134672,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1283.84366489,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1229.27485008,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1232.16591312,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1227.46793568,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1289.98717384,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1235.41835903,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1235.05697615,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1282.03675049,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1226.02240416,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
1282.75951625,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1227.82931856,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1272.27941274,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
1228.57687265,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
1230.37139288,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1285.50087325,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
4296.71751973,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
1224.04099541,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4291.10988802,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
4292.92919658,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
4293.26579113,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
1203.99044268,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
4293.8264567,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
4294.20023374,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
1233.0755674,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1285.47608493,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1286.77191041,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1234.53349308,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
4295.82025962,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
1256.75234308,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
1296.52924816,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
1286.56023356,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1202.73179968,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
1286.57262773,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
1193.52273333,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1248.98880826,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
4297.80166837,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
4296.18164249,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
1188.63786738,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
1288.55403648,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
1229.28724424,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
4297.98855689,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
1290.19885068,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
1230.73277576,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
1226.03479833,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1263.26962908,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
4292.00714814,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
4293.65196234,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
1290.53544524,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
1231.63003588,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
1231.63003588,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
4297.78927421,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
1286.93401061,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0
1226.02240416,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4294.36233393,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1
4295.82025962,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
1199.29246524,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1
1192.43858469,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
1235.79213607,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0
1197.48555084,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1
1228.38998412,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
4299.07270553,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
1230.37139288,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
1255.85508297,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
1203.80355415,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1
1192.98685609,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
1229.82312148,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
1283.68156469,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
1230.18450436,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
4292.7299139,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
1291.27060516,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0
1288.39193629,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
1260.91444328,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
1224.76376117,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
1286.03675049,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
4294.72371681,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1227.30583549,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
1263.99239484,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1
4294.74850514,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
