$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
29889.0430443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
30500.9433472,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
23488.8718046,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
24976.1820536,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
27043.9607194,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28063.3794455,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
22681.3815956,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23398.9348231,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
23557.4142099,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
24524.0064737,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
17187.42952,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
18259.6747084,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
65094.1068256,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
62740.1786042,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
95808.2986462,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
90292.3293263,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
32559.3073712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
32001.4788668,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
27072.2792649,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27510.6069061,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
60255.4668733,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
58942.9746223,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
48934.8880054,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
46014.961974,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
56474.6015026,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57146.8749052,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
43652.2417788,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46460.2135845,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46369.6539349,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
46075.9577418,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
40822.2527289,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38174.0056463,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
131125.939321,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
129624.781134,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
180012.434161,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
173379.562496,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
70419.5422044,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69522.1150141,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
62381.7506345,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62684.2388013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29987.1493314,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
30651.8760965,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
23798.2839407,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
25210.1278151,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
27247.719931,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
28289.7785695,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
22598.3685835,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23210.2688864,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
23647.9738595,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
24471.1800115,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
17217.6160699,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
18184.2083337,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
64648.8552151,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
63608.0419128,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
95453.6066853,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
89507.4790298,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
32197.0687728,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
32016.5721417,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
26974.1729778,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27744.5526675,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
29926.7762316,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
30327.3706855,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
23737.910841,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
25157.3013528,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
27066.6006318,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
28146.3924577,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
22636.1017708,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23285.7352611,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
23527.22766,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
24501.3665613,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
17428.9219189,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
18184.2083337,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
65041.2803633,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
63419.3759762,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
94314.0644278,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
90511.1818128,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
32551.7607337,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
32061.8519665,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
26981.7196153,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28295.4572026,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
29911.6829567,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
30387.7437852,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
23760.5507534,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
