$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
151639.852697,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
152764.984684,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
205972.839323,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
246644.545945,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
247232.518145,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
279222.561173,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
771079.453735,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
856429.788639,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
600523.962249,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
151240.612314,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
154775.70443,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
161903.95999,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
170491.257676,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
171834.157145,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
180704.552557,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
186903.666862,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
191222.721912,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
193073.745504,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55510.02746,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58333.7458031,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63654.531267,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67574.3459334,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77010.9367971,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93241.8730826,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106278.886307,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136446.941406,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143988.955181,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36673.140313,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36738.4705574,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33021.9055403,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34880.1880489,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36186.7929377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36600.5511525,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38516.9049894,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38821.7794635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37384.5140858,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
488736.655095,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
493375.10245,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
489353.662959,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1646069.19428,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1644385.12575,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1644327.05443,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1651484.34565,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4185434.01894,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4180483.43819,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29870.9877583,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30335.5583854,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30705.7631039,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31707.4935187,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
