$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
824890.875371,0,0,0,0,0,0,0,0
955436.427314,0,0,0,0,1,0,0,0
834213.185453,1,0,0,0,0,0,0,0
968237.814698,1,0,0,0,1,0,0,0
848118.51388,0,0,0,0,0,0,1,0
857440.823963,1,0,0,0,0,0,1,0
978632.038547,0,0,0,0,1,0,1,0
991433.425931,1,0,0,0,1,0,1,0
865796.655488,0,0,0,1,0,0,0,0
1014883.25538,0,0,0,1,1,0,0,0
889024.293997,0,0,0,1,0,0,1,0
1038080.69674,0,0,0,1,1,0,1,0
875118.965571,1,0,0,1,0,0,0,0
898346.60408,1,0,0,1,0,0,1,0
1027684.64276,1,0,0,1,1,0,0,0
1050882.08412,1,0,0,1,1,0,1,0
851394.446742,0,1,0,0,0,0,0,0
985263.514929,0,1,0,0,1,0,0,0
860716.756824,1,1,0,0,0,0,0,0
998064.902314,1,1,0,0,1,0,0,0
892570.171047,0,1,0,1,0,0,0,0
901892.48113,1,1,0,1,0,0,0,0
1044980.28718,0,1,0,1,1,0,0,0
1057781.67456,1,1,0,1,1,0,0,0
874622.085251,0,1,0,0,0,0,1,0
1008459.12616,0,1,0,0,1,0,1,0
915797.809557,0,1,0,1,0,0,1,0
1068177.72854,0,1,0,1,1,0,1,0
883944.395334,1,1,0,0,0,0,1,0
925120.119639,1,1,0,1,0,0,1,0
1021260.51355,1,1,0,0,1,0,1,0
1080979.11593,1,1,0,1,1,0,1,0
876984.24073,0,0,0,0,0,1,0,0
1014706.64782,0,0,0,0,1,1,0,0
886306.550813,1,0,0,0,0,1,0,0
1027508.03521,1,0,0,0,1,1,0,0
900138.674036,0,0,0,0,0,1,1,0
909460.984119,1,0,0,0,0,1,1,0
1037861.08113,0,0,0,0,1,1,1,0
1050662.46851,1,0,0,0,1,1,1,0
903498.792882,0,1,0,0,0,1,0,0
1044544.71622,0,1,0,0,1,1,0,0
926653.226188,0,1,0,0,0,1,1,0
1067699.14952,0,1,0,0,1,1,1,0
912821.102965,1,1,0,0,0,1,0,0
935975.53627,1,1,0,0,0,1,1,0
1057346.1036,1,1,0,0,1,1,0,0
1080500.53691,1,1,0,0,1,1,1,0
917890.020847,0,0,0,1,0,1,0,0
1074155.30602,0,0,0,1,1,1,0,0
927212.33093,1,0,0,1,0,1,0,0
1086956.6934,1,0,0,1,1,1,0,0
944674.517187,0,1,0,1,0,1,0,0
953996.82727,1,1,0,1,0,1,0,0
1104263.3186,0,1,0,1,1,1,0,0
1117064.70598,1,1,0,1,1,1,0,0
941044.454153,0,0,0,1,0,1,1,0
1097307.90919,0,0,0,1,1,1,1,0
967828.950493,0,1,0,1,0,1,1,0
