$<obj,$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K
950.781995506,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
966.836156746,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1000.22378351,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
932.943983492,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
990.439932739,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
950.331511114,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
999.989547494,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
947.935088814,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1004.67426791,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1005.32291388,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
960.115361888,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
951.628803052,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
978.493895686,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
946.637796876,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
945.881026721,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
986.403858295,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
953.322517289,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1023.41314956,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1030.85464013,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
956.836057599,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
975.75511318,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
983.124554006,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
953.322517289,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1028.2780439,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
988.511982481,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
971.304628787,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0
983.538963954,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1038.53036672,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
957.484703568,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
985.538963954,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
928.061101502,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
945.106268917,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
928.007039409,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
949.034219176,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
937.610716256,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
962.277548167,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
926.079089151,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
948.565747134,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
953.899113517,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
935.034120029,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
962.619908374,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
942.475610597,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
959.755014033,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
914.601524139,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
936.331411967,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
949.448629124,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
991.034516615,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
959.232479899,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
946.277449021,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
956.764007857,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
944.349498762,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
972.403759149,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
950.67387132,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
952.493697393,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
988.097572533,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
976.331709407,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
948.565747134,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
983.178616099,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
973.809175273,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
947.340504938,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
973.052405118,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
954.133349537,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
951.971163258,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
979.376777675,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
983.304727934,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
932.925995843,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
949.034219176,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
932.87193375,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
988.980454523,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
949.917101165,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
943.178318659,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
924.853846955,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
961.160430157,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
956.421647651,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
957.466715919,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1007.53916225,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
963.034318322,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1012.87252863,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
947.106268917,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
979.376777675,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
951.971163258,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
961.574840105,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
980.962367727,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
934.277349874,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
964.439734446,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
931.412455533,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
948.457622948,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1
956.241473723,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
947.520678866,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1008.65628026,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1
983.304727934,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
977.917299459,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1
944.29543667,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
955.718939589,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
957.592827754,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1016.33200685,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
933.232281606,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
956.836057599,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
958.944181785,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1
984.187609923,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
930.583635637,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1026.22398181,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
952.313523465,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
928.421449358,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
951.790989331,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
941.070194473,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
928.601623285,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
947.808976979,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
943.070194473,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
939.89901437,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
963.268554343,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
