$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
7110.91750975,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7342.42110112,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7333.76676125,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7351.53454474,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7117.8673684,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7104.88585861,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7113.54019847,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
7117.8673684,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7329.89869508,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7364.51605454,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7316.91718528,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7321.24435521,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
7589.52889101,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7111.37661351,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7332.38944998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7345.04378984,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
7351.53454474,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
7347.20737481,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
7089.74076385,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
7314.75360032,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
7351.53454474,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7334.22586501,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
7349.37095977,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
7665.25436482,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
7351.53454474,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7329.89869508,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7345.04378984,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
7329.89869508,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
7074.59566908,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
7301.77209052,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
7325.57152515,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7316.91718528,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
7334.22586501,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
7671.74511972,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7340.71661991,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
7355.86171467,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
7351.9936485,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
7351.9936485,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
7181.07043618,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
7315.21270407,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7334.68496877,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7343.33930863,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
7360.64798836,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
7698.16724307,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
7356.32081843,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
7109.6721323,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
7107.50854733,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25692.7034058,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
7328.19421387,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
7375.79308312,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7317.37628904,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
7326.0306289,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
7598.64233463,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7111.83571727,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7113.99930223,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
7120.49005713,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
7336.84855374,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
7360.64798836,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7321.70345897,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
7326.0306289,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
7600.80591959,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
7101.01779243,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
7116.1628872,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7341.17572367,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7371.46591319,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
7310.88553414,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
7323.86704394,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
7600.80591959,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
7111.83571727,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7113.99930223,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
7103.1813774,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7098.85420747,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7226.50572047,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
7447.191387,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7113.99930223,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7330.35779884,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
7317.37628904,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7332.5213838,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7661.38629864,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
7334.68496877,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7351.9936485,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7323.86704394,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7698.16724307,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
7371.46591319,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7369.30232823,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
7650.56837381,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
7315.21270407,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
7654.89554375,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7326.0306289,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
7592.15157973,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
7310.55836421,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
7331.27600635,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
7646.37313771,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
25679.3947261,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
7298.3631281,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
25650.8090177,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
25651.7272253,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
25673.6902449,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
7173.33430383,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
25662.0860463,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
