$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
29755.9670555,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30367.8026698,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
29867.858362,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
31925.1347891,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
29852.5501345,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
30665.3796775,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
32369.8201293,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30761.9627565,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
30777.270984,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
29964.441441,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
30873.854063,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
32021.7178681,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
32037.0260956,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
32133.6091746,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
32834.5474111,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
32946.4387176,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
32931.1304901,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
33043.0217966,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
32466.4032084,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
33279.2327513,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
33375.8158303,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
32478.3510932,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
33387.7637152,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
