$<obj,$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K
1027.68020314,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1044.87585188,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1080.81280072,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1007.98727395,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1070.31552026,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1026.86824771,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
1080.55953991,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1024.19596593,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1085.62475615,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1086.24486494,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1037.36552817,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
1028.10846527,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1057.39921884,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1022.95574837,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1022.05629228,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1065.8704128,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1030.02096461,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1105.88562113,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1113.85029347,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1033.8198768,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1054.19432894,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1062.32476143,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1030.02096461,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1111.06442454,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1068.14976011,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1049.3823735,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1062.6916094,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1122.06822662,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1034.43998558,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1064.6916094,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1003.11390435,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1021.46226999,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1002.9742307,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1025.62803015,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1013.357924,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1039.78454914,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
1000.80847055,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1025.12150852,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1030.80683355,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1010.57205507,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1040.31715726,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1018.5367274,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1037.13835386,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
988.398690745,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1011.81227263,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1025.99487812,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1070.79595539,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
1036.49215858,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1022.72857405,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1033.98563695,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1020.5628139,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1050.81443772,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1027.40085583,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1029.28726868,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1067.78291214,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1054.98019787,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1025.12150852,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1062.46443508,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
1052.33400259,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1023.71553081,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1051.4345465,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1031.06009436,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1028.6410734,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1058.27258843,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1062.43834858,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1008.29270776,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1025.62803015,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1008.1530341,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1068.65628173,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
1026.50139974,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1019.29650984,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
999.402492829,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1038.65791873,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1033.45302883,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1034.74541939,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1088.80355956,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1040.68400523,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1094.48888458,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1023.46226999,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1058.27258843,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
1028.6410734,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1039.0247667,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1059.90574046,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1009.67259897,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1042.2035701,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1006.49379557,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
1024.84216121,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1
1033.33944167,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
1023.82911796,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1089.93018996,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1
1062.43834858,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
1056.6133499,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1020.42314025,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1032.69324639,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1034.71933289,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1098.14812311,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1008.38020842,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1033.8198768,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
1036.09922411,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1063.31171818,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
1005.76009963,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1108.92475088,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
1029.17368152,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1003.34107867,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1028.52748624,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1017.01716253,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1003.45466583,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1024.22205243,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1019.01716253,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1015.75085847,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1040.93726604,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1016.87748887,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1026.6410734,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1098.65464474,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0
1037.50520182,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
996.11010227,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1014.2052071,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1027.12150852,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
1034.83292005,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1005.62042598,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1029.54052949,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1007.76009963,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1024.33563959,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1016.11770644,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1114.86333672,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0
1011.92585979,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
1033.45302883,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1029.51444299,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1
1020.67640106,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1041.30411401,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1013.44542466,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1044.71009173,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1001.03564486,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1011.78618613,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1034.83292005,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1106.61931707,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0
1024.81607471,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1023.09542202,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1054.86661071,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1015.61118481,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1044.08998294,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1034.60574573,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1034.71933289,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1064.35084792,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1054.5872634,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1022.19596593,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1040.43074441,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
1091.95627646,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1043.83672213,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1100.68073123,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
1022.81607471,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1034.57965923,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1044.2035701,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1055.460633,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1028.27422543,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1074.48128041,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1031.68020314,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1044.08998294,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1050.02856878,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
1032.9465072,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
1033.31335517,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1097.8948623,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1
1052.92802487,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1035.47911533,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1060.91878371,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
1041.67096198,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1108.39214276,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1037.11226736,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1078.78671422,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
1039.25194101,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
1051.91498163,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1068.74378239,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
1003.11390435,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1021.20900918,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1002.21444826,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1026.38781258,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1011.07857669,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1000.80847055,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1032.71933289,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1086.24486494,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1026.75466055,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1008.79922938,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1039.55737482,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1016.25738009,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1043.72313497,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
990.931298868,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1013.3318375,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1024.98183487,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1036.49215858,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1032.85900655,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1065.61715199,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
1058.55193574,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1020.30955309,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1051.57422015,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1033.73237614,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1028.78074705,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
1063.47747833,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1058.77911005,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1
1024.86824771,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1054.36008909,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1023.46226999,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
1101.44051367,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
1054.98019787,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
1031.31335517,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1029.65411664,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1058.01932762,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1052.81443772,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1007.53292532,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1025.37476933,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1002.07477461,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1028.27422543,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1011.44542466,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1069.27639051,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0
1002.69488339,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1031.8198768,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1018.76390172,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1019.54977065,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1059.67856615,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1034.85900655,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1056.49976274,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1016.37096725,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1034.71933289,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1036.9986802,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1029.03400786,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
1124.09431312,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0
1057.37313234,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1013.21825035,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1033.59270248,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
994.590537396,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1018.00411928,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1028.52748624,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1031.68020314,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
1074.98780204,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1057.11987153,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1
1014.59814156,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1040.54433157,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1037.75846264,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1029.14759502,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
1061.42530533,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
1014.2052071,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1036.60574573,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1039.13835386,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
1055.71389381,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1
1005.0003172,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1023.85520446,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1007.89977329,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1040.1513971,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0
1028.52748624,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1019.29650984,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
1001.17531852,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1033.33944167,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
1037.25194101,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1015.75085847,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1046.2557431,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1012.82531588,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1035.73237614,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1006.49379557,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1062.6916094,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0
1007.36716517,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1030.41389908,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1035.33944167,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1003.59433948,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1024.47531324,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1008.77314288,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1026.6149869,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1015.86444563,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1011.67259897,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1043.33020051,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1070.90954254,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0
1023.4361835,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1023.46226999,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
1036.49215858,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
1016.99107603,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1039.39161467,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1000.02260161,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1011.53292532,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1035.59270248,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1029.12150852,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1025.37476933,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1080.92638788,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1089.56334199,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1025.99487812,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
1047.3823735,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
1043.97639579,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
1028.89433421,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1
1094.48888458,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1
1056.10682828,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1
1027.51444299,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1091.95627646,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1034.71933289,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
