$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
8805.46884674,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8987.20011833,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
8839.27886364,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9447.97648374,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
8834.74953471,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
9075.24585394,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9579.54796569,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9104.52654192,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9109.05587085,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8868.55955162,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
9138.33655882,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
9477.25717172,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
9481.78650065,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
9511.06718863,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
9717.75349095,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9751.56350785,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
9747.03417892,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
9780.84419583,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
9608.82865367,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
9849.32497289,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
9878.60566087,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
9612.36373966,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
9882.14074687,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
9641.64442764,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
