$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
124465.865759,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
125389.367846,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
169062.079436,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
202445.190354,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
202927.794671,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
229185.044326,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
632898.450136,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
702953.531018,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
492907.44993,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
124138.171471,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
127039.755447,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
132890.588022,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
139938.994272,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
141041.238698,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
148322.009989,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
153410.208584,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
156955.264981,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
158474.574866,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45563.0390776,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47880.7314116,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52248.0025706,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55465.3646795,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63210.8660528,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76533.1284148,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87233.8364659,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111995.608548,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118186.051569,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30101.826721,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30155.4494228,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27104.9134973,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28630.18146,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29702.6354963,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30042.2459412,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31615.1785278,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31865.4178029,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30685.718363,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401153.049047,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
404960.260876,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
401659.485675,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1351085.16978,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1349702.89569,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1349655.23106,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1355529.89595,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3435381.71509,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3431318.30591,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24518.2992698,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24899.6162605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25203.4782375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26025.6929986,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25954.1960629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27241.1409064,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26436.8003792,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27973.9844979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27270.9312963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131371.68233,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
132479.884834,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
176331.338763,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
208689.660269,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
206824.781862,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
235423.556163,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
637826.184817,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
706308.333112,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
496679.317484,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
127445.308941,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
132765.872577,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
139158.890249,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
145200.38132,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
148971.844681,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155239.742715,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
156788.84299,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
161519.556906,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
163652.548822,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52790.5918589,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53183.8250055,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58367.3528477,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61745.583062,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68239.8880596,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83176.7895541,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93353.186743,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118269.868853,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122166.451852,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39164.4675199,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35577.7045763,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36805.0686401,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36024.5604247,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36471.4162732,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36816.984796,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38461.4143183,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37907.3130662,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38503.1208642,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
405794.795985,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
407945.662136,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
405896.083311,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1363365.17269,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1359700.95473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1354809.37271,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1359969.06824,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3457152.93622,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3462211.34443,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29648.6086023,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31698.1874273,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33950.3409035,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32663.3960599,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31876.9297666,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33706.0597063,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36512.3144347,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33622.6466146,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35541.147724,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126837.584987,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
125604.262846,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
169247.184045,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
202195.355272,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
202755.414602,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
228738.59267,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
632535.411571,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
702417.708192,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
493712.19465,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
123977.707557,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
126819.710754,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
132926.740682,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
138658.411699,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
143061.431325,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
148810.976576,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
153821.720156,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
156896.088394,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
158909.918751,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
46242.6641595,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48691.434209,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54560.1410188,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
55167.8649727,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65123.8132764,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76122.4252264,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
86960.169071,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
111853.018869,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
118031.545734,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30233.3086287,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
30412.0509681,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
28225.4363496,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
28344.5979092,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
28982.112253,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
29941.3628077,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31401.0919127,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
31532.1696282,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
30989.9845321,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
400694.681235,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
400229.951152,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
402601.266188,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1353236.44012,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1348350.81618,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1353450.93093,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1358378.26142,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3436829.93223,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3428399.25189,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
24584.2423198,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25567.3251864,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24923.8527646,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24780.8588931,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25948.6421771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24161.2187833,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28081.6340937,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25817.5644615,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27396.4551261,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
132003.642788,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
131288.67343,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
176010.006744,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
208797.309865,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
209136.92031,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
232272.137104,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
637641.888592,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
707077.329364,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
495756.219589,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
126706.315656,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
134500.077461,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
139987.46728,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
144664.558494,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
149264.194694,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
154596.674486,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
160048.315837,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
160012.567369,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
164886.275156,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
