$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
25922.1876783,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
26452.9906767,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
20371.5094513,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
21661.5113108,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
23454.7913795,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
24339.0145374,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
19671.21395,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20293.6443971,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
20431.0855703,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
21269.4950038,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
14906.5866143,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
15836.6234966,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
56453.7625699,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
54412.4521851,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
83090.4981299,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
78306.9091,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
28237.7076503,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
27754.0638945,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
23478.9523732,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23859.2245629,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
52257.1888619,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
51119.0633292,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
42439.2894495,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
39907.1177321,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
48978.2351597,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49561.3967002,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
37857.9170113,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40293.2619804,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
40214.7241672,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
39960.1490333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
35403.610348,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33107.0520703,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
113719.572529,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
112417.826552,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
156116.229276,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
150364.007217,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
61071.7128782,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60293.5523229,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
54100.8091953,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54363.2746652,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26007.2703093,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
26583.8870321,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
20639.8469798,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
21864.4006617,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
23631.5014592,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
24535.3590705,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
19599.2209545,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
20130.0239529,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
20509.6233835,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
21223.6812794,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
14932.7658854,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
15771.1753189,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
56067.6183215,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
55165.1062286,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
82782.8916948,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
77626.2480521,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
27923.5563974,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
27767.15353,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
23393.8697422,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24062.1139138,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
25954.9117672,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
26302.459868,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
20587.4884376,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
21818.5869373,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
23474.4258328,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
24411.0075328,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
19631.9450434,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
20195.4721306,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
20404.9062992,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
21249.8605505,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
15116.0207829,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
15771.1753189,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
56407.9488455,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
55001.4857843,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
81794.6242117,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
78496.7088153,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
28231.1628325,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
27806.4224366,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
23400.41456,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24539.8856109,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
25941.8221316,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
26354.8184102,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
20607.1228909,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
21877.4902972,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
23552.963646,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
24450.2764395,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
19409.4212392,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20208.5617661,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20287.0995794,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
21315.3087282,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
15148.7448717,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
15653.368599,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
56401.4040277,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
54720.0586203,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
82782.8916948,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
77894.5855806,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
27877.742673,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
27950.4084276,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
23282.6078402,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24107.9276381,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
25869.8291362,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
26518.4388544,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
20613.6677087,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
21844.7662084,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
23559.5084638,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
