$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
63741.9659632,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
65051.5189098,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
63980.521113,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
68387.6890444,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
63947.7273044,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
65688.9985543,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
69340.3091908,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
65894.7598956,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
65927.5537041,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
64186.2824543,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
66133.3150454,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
68593.4503857,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
68626.2441943,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
68832.0055356,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
70334.7216356,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
70573.2767854,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
70540.4829769,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
70779.0381267,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
69546.0705321,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
71287.3417819,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
71493.1031232,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
69571.6656997,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
71518.6982909,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
69777.427041,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
71724.4596322,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
73986.0322721,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
74191.7936134,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
74217.388781,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
74423.1501223,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
75933.0648632,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
76164.4213722,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
76138.8262045,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
76370.1827134,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
65290.0740596,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
65257.2802511,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
65495.8354009,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
66998.5515009,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
67204.3128422,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
67237.1066508,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
67442.867992,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
70424.3047224,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
70662.8598722,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
72371.3373135,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
72609.8924634,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
70630.0660637,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
72577.0986548,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
70868.6212135,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
72815.6538047,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
70945.8062635,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
71177.1627724,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
71151.5676048,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
71382.9241137,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
72892.8388546,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
73098.6001959,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
73124.1953636,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
73329.9567048,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
76318.5920761,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
76549.948585,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
78265.6246673,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
78496.9811762,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
76524.3534174,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
78471.3860085,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
76755.7099263,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
78702.7425175,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
70424.5048734,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
70630.2662147,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
70663.0600233,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
70868.8213645,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
72371.5374646,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
72610.0926144,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
72577.2988058,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
72815.8539557,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
76318.7922271,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
76524.5535684,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
78265.8248183,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
78471.5861595,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
76550.1487361,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
78497.1813272,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
76755.9100773,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
78702.9426685,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
70946.0064145,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
71177.3629234,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
71151.7677558,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
71383.1242647,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
72893.0390056,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
73098.8003469,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
73124.3955146,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
73330.1568558,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
76318.7922271,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
76550.1487361,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
78265.8248183,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
78497.1813272,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
76524.5535684,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
78471.5861595,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
76755.9100773,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
78702.9426685,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
76318.9923781,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
76524.7537194,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
76550.3488871,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
76756.1102283,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
78266.0249693,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
78497.3814782,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
78471.7863106,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
78703.1428195,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
