$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1526720.56603,0,0,0,0,0,0,0,0
1768335.40634,0,0,0,0,1,0,0,0
1543973.58836,1,0,0,0,0,0,0,0
1792027.55781,1,0,0,0,1,0,0,0
1569709.7815,0,0,0,0,0,0,1,0
1586962.80384,1,0,0,0,0,0,1,0
1811265.34524,0,0,0,0,1,0,1,0
1834957.49671,1,0,0,0,1,0,1,0
1602428.7546,0,0,0,1,0,0,0,0
1878359.64817,0,0,0,1,1,0,0,0
1645417.97007,0,0,0,1,0,0,1,0
1921292.97431,0,0,0,1,1,0,1,0
1619681.77694,1,0,0,1,0,0,0,0
1662670.99241,1,0,0,1,0,0,1,0
1902051.79964,1,0,0,1,1,0,0,0
1944985.12578,1,0,0,1,1,0,1,0
1575772.92782,0,1,0,0,0,0,0,0
1823538.98249,0,1,0,0,1,0,0,0
1593025.95015,1,1,0,0,0,0,0,0
1847231.13396,1,1,0,0,1,0,0,0
1651980.7332,0,1,0,1,0,0,0,0
1669233.75553,1,1,0,1,0,0,0,0
1934062.84113,0,1,0,1,1,0,0,0
1957754.9926,1,1,0,1,1,0,0,0
1618762.14329,0,1,0,0,0,0,1,0
1866468.92139,0,1,0,0,1,0,1,0
1694969.94867,0,1,0,1,0,0,1,0
1976996.16727,0,1,0,1,1,0,1,0
1636015.16563,1,1,0,0,0,0,1,0
1712222.971,1,1,0,1,0,0,1,0
1890161.07286,1,1,0,0,1,0,1,0
2000688.31874,1,1,0,1,1,0,1,0
1623134.90736,0,0,0,0,0,1,0,0
1878032.78023,0,0,0,0,1,1,0,0
1640387.92969,1,0,0,0,0,1,0,0
1901724.9317,1,0,0,0,1,1,0,0
1665988.63353,0,0,0,0,0,1,1,0
1683241.65586,1,0,0,0,0,1,1,0
1920886.5064,0,0,0,0,1,1,1,0
1944578.65787,1,0,0,0,1,1,1,0
1672207.59254,0,1,0,0,0,1,0,0
1933256.67978,0,1,0,0,1,1,0,0
1715061.31871,0,1,0,0,0,1,1,0
1976110.40595,0,1,0,0,1,1,1,0
1689460.61488,1,1,0,0,0,1,0,0
1732314.34105,1,1,0,0,0,1,1,0
1956948.83125,1,1,0,0,1,1,0,0
1999802.55742,1,1,0,0,1,1,1,0
1698843.09593,0,0,0,1,0,1,0,0
1988060.4093,0,0,0,1,1,1,0,0
1716096.11827,1,0,0,1,0,1,0,0
2011752.56076,1,0,0,1,1,1,0,0
1748415.39792,0,1,0,1,0,1,0,0
1765668.42026,1,1,0,1,0,1,0,0
2043783.92565,0,1,0,1,1,1,0,0
2067476.07712,1,1,0,1,1,1,0,0
1741696.8221,0,0,0,1,0,1,1,0
2030910.74823,0,0,0,1,1,1,1,0
1791269.12409,0,1,0,1,0,1,1,0
2086634.26459,0,1,0,1,1,1,1,0
1758949.84444,1,0,0,1,0,1,1,0
1808522.14643,1,1,0,1,0,1,1,0
2054602.8997,1,0,0,1,1,1,1,0
2110326.41606,1,1,0,1,1,1,1,0
1543255.49506,0,0,1,0,0,0,0,0
1784870.33537,0,0,1,0,1,0,0,0
1560508.51739,1,0,1,0,0,0,0,0
