$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
39634.0020132,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
40445.125588,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
31146.9700768,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
33118.9872239,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
35861.0979033,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
37212.6374514,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
30076.1458334,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31027.3772531,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
31237.5390205,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
32519.0246461,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
22790.5378969,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
24212.1313675,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
86319.9374852,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
83198.0336987,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
127050.789933,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
119735.658501,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
43175.7297197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
42435.659297,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
35899.6298716,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
36480.5762726,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
79904.0004983,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
78163.1597547,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
64891.9460693,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61019.4645421,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
