$<obj,$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K
1470.09611619,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1493.85904716,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1544.46292632,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1439.73135337,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1529.86109447,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1467.20452139,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
1544.10021081,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1462.9451464,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1551.35452113,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1551.81044785,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1481.80635324,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
1468.11637484,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
1511.36260315,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1462.03329295,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1460.31292658,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1523.06271087,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1471.28760327,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1580.37176242,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1591.34643911,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1476.72833602,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
1505.476073,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1517.98469365,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1471.28760327,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1587.35656844,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1526.32715052,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1498.58447819,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1518.07790485,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1602.68383132,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1477.18426274,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1520.07790485,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
1434.91271113,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1460.75872398,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1434.28049131,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1466.29266794,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1449.15182747,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1485.70301271,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
1430.74654735,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1465.5672369,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1473.27747395,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1445.16195679,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1487.33016787,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1456.13663348,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
