$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
64229.8891445,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
65549.4589354,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
64470.2627557,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
68911.167125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
64437.2179137,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
66191.8184241,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
69871.079485,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
66399.1471933,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
66432.1920353,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
64677.5915249,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
66639.5208045,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
69118.4958942,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
69151.5407361,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
69358.8695054,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
70873.0964045,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
71113.4700157,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
71080.4251738,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
71320.798785,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
70078.4082542,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
71833.0087646,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
72040.3375338,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
70104.1993504,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
72066.12863,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
70311.5281196,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
72273.4573992,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
74552.3574654,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
74759.6862347,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
74785.4773308,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
74992.8061001,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
76514.286745,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
76747.4066104,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
76721.6155142,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
76954.7353796,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
65789.8325466,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
65756.7877047,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
65997.1613159,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
67511.388215,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
