$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
53671.8308037,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54774.6483867,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
53872.8551448,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
57583.7444375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
53845.242357,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
55311.414043,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
58385.8622501,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
55484.8255964,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
55512.4383842,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
54046.2666982,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
55685.8499376,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
57757.1559908,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
57784.7687786,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
57958.180332,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
59223.3276768,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
59424.352018,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
59396.7392302,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
59597.7635713,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
58559.2738034,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
60025.4454894,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
60198.8570428,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
58580.8252476,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
60220.4084869,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
58754.2368009,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
60393.8200403,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
62297.7758839,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
62471.1874372,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
62492.7388814,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
62666.1504347,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
63937.3591232,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
64132.3221207,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
64110.7706766,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
64305.7336741,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
54975.6727279,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
54948.0599401,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
55149.0842813,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
56414.2316261,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
56587.6431794,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
56615.2559673,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
56788.6675206,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
59298.7577314,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
59499.7820726,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
60938.3409708,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
61139.365312,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
59472.1692848,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
61111.7525241,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
59673.1936259,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
61312.7768653,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
59737.8684063,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
59932.8314038,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
59911.2799597,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
60106.2429572,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
61377.4516457,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
61550.863199,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
61572.4146432,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
61745.8261965,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
64261.977751,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
64456.9407485,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
65901.5609904,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
66096.5239879,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
64435.3893043,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
66074.9725437,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
64630.3523019,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
66269.9355412,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
59299.0842488,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
59472.4958021,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
59500.10859,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
59673.5201433,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
60938.6674882,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
61139.6918293,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
61112.0790415,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
61313.1033827,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
64262.3042684,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
64435.7158217,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
65901.8875077,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
66075.2990611,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
64457.2672659,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
66096.8505053,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
64630.6788192,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
66270.2620586,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
59738.1949237,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
59933.1579212,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
59911.606477,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
60106.5694745,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
61377.7781631,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
61551.1897164,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
61572.7411606,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
61746.1527139,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
64262.3042684,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
64457.2672659,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
65901.8875077,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
66096.8505053,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
64435.7158217,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
66075.2990611,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
64630.6788192,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
66270.2620586,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
64262.6307857,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
64436.0423391,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
64457.5937833,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
64631.0053366,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
65902.2140251,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
66097.1770226,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
66075.6255785,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
66270.588576,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
