$<obj,$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5
129828.603674,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
130791.897062,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
176346.352147,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
211167.854444,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
211671.252924,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
239059.859139,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
660168.22504,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
733241.797057,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
514145.376928,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
129486.789891,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
132513.39557,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
138616.325296,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
145968.429029,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147118.166299,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
154712.647079,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
160020.08291,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
163717.886563,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
165302.659557,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47526.0595153,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49943.6151808,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54499.0606892,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57855.050559,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65934.2854307,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79830.56941,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90992.3431251,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116821.03553,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123278.208632,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31398.6637522,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31454.5969167,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28272.6213365,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29863.6091266,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30982.2724165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31336.5157917,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32977.2219502,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33238.2433845,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32007.7137656,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
418437.517679,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
422408.772358,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
418965.775344,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1409299.74153,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1407857.90884,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1407808.19048,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1413935.97939,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3583403.20112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3579164.71021,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25574.6428077,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25972.3897553,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26289.3443541,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27146.9862097,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27072.408657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28414.804605,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27575.8071375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29179.2245197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28445.8785852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137031.930822,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
138187.882888,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
183928.781854,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
217681.33923,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
215736.108065,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
245567.129129,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
665308.239898,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
736741.105756,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
518079.721352,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
132936.380222,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
138486.193099,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
145154.669266,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
151456.472466,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
155390.438369,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161928.403819,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
163544.250793,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
168478.798861,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
170703.695849,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55064.9856506,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55475.1621903,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60882.0347583,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64405.8241215,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71179.9518217,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86760.4455319,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97375.3171941,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123365.594297,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127430.070917,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40851.7470725,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37110.4398473,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38390.6878347,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37576.5495514,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38042.6592556,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38403.1174268,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40118.401138,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39540.4251049,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40161.9047104,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
423279.222326,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
425522.763702,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
423384.873859,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1422108.81472,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1418286.71514,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1413184.36758,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1418566.38097,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3606112.44442,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3611388.80627,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
