$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
33446.6029689,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
34131.2330525,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
26284.5884001,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
27948.8489925,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
30262.8038151,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
31403.4687907,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
25380.9637066,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26183.8250584,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
26361.1719609,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
27442.7213023,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
19232.9377544,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
20432.7183642,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
72842.950588,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
70208.6600683,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
107213.891558,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
101041.10808,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
36435.0095481,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
35810.6505897,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
30294.8509411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30785.243941,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
67428.4920266,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
65959.6240088,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
54760.2783907,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
51492.6060765,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
63197.5016392,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
63949.6924475,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
48848.7149752,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51990.8664215,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
51889.5253344,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
