$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
14381.9929244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14678.2077371,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
14436.5863226,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
15430.8611502,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
14429.1879073,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
14822.0257113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15645.7760902,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
14869.2206942,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14876.6191094,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14483.7813055,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
14923.8140923,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
15478.0561331,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
15485.4545483,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
15532.6495312,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
15870.893937,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
15925.4873352,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
15918.08892,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
15972.6823181,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
15692.9710732,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
16085.8088771,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
16133.00386,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
15698.745446,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
16138.7782329,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
15745.9404289,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
16185.9732158,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
16694.644316,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
16741.8392989,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
16747.6136718,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
16794.8086547,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
17134.6771029,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
17187.6464587,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
17181.8720858,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
17234.8414416,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
14732.8011353,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
14725.40272,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
14779.9961182,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
15118.240524,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
15165.4355069,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
15172.8339221,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
15220.028905,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
15891.1042421,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
15945.6976402,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
16331.1370289,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
16385.7304271,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
15938.299225,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
16378.3320118,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
15992.8926231,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
16432.92541,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
16008.7570892,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
16061.726445,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
16055.9520721,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
16108.9214279,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
16448.789876,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
16495.984859,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
16501.7592318,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
16548.9542147,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
17221.6535941,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
17274.6229499,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
17661.686381,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
17714.6557368,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
17268.8485771,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
17708.8813639,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
17321.8179328,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
17761.8507197,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
15891.9237929,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
15939.1187758,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
