$<obj,$ DerivativeCompressCRC,$ DerivativeExtractCRC,$ Compress,$ Extract,$ DerivativeGZIPCRC,$ ZipMeTest,$Base,$ Adaptation,$ CRC,$ ArchiveCheck,$ GZIP,$ Adler32Checksum,$ DerivativeCompressGZIP,$ DerivativeCompressAdler32Checksum,$ Check,$ DerivativeCompressGZIPCRC
4155.97392616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4242.25314994,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4172.45554564,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4459.67346926,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4170.31835238,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4283.79810187,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4521.75632716,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4298.14252809,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
4300.27972135,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
4186.79997185,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
4314.62414756,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
4474.01789547,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
4476.15508873,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
4490.49951495,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
4587.49764497,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
4603.97926444,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
4601.84207118,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
4618.32369066,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
4536.10075337,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
4649.58050287,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
4663.92492908,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
4537.76880665,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
4665.59298236,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
