$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
4760.54417992,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4915.49653583,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4909.7039244,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4921.92710906,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4765.52660029,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4756.83768313,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4762.63029457,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4765.52660029,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4907.44558047,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4930.61602621,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4898.75666331,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4901.65296903,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5081.22392354,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4761.18214171,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4907.79003904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4917.58265048,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
4921.92710906,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
4919.03080334,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
4746.70061312,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4897.30851045,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
4921.92710906,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4910.34188618,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
4920.4789562,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
5131.90927361,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
4921.92710906,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
4907.44558047,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4917.58265048,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
4907.44558047,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
4736.56354311,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
4888.6195933,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4904.54927475,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4898.75666331,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
4910.34188618,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5136.25373218,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
4914.68634476,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4924.82341477,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
4922.56507084,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
4922.56507084,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
4808.16099498,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
4897.94647224,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
4910.97984797,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4916.7724594,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
4928.35768228,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5154.26952828,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
4925.46137656,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4760.37195064,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4758.92379778,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
17198.5568563,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
4906.63538939,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
4938.49475229,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4899.3946251,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4905.18723653,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5087.65449676,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
4761.8201035,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4763.26825635,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
4767.61271493,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
4912.42800083,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
4928.35768228,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4902.29093082,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
4905.18723653,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
5089.10264962,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4754.5793392,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
4764.71640921,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
4915.32430655,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
4935.59844657,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4895.05016652,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
4903.73908367,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
5089.10264962,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
4761.8201035,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4763.26825635,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
4756.02749206,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4753.13118634,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4838.57220502,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
4986.28379664,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4763.26825635,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
4908.08354225,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4899.3946251,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4909.53169511,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5129.65092967,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4910.97984797,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4922.56507084,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4903.73908367,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5154.26952828,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
4935.59844657,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4934.15029371,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
5122.41016538,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4897.94647224,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
5125.3064711,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
4905.18723653,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5083.31003819,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
4896.1538608,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
4909.35946582,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
5121.25551573,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
17190.9716334,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
4886.99921115,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
17171.5076845,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
17172.7836081,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
17186.1614424,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
4803.64430712,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
17179.3864106,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
17174.8697227,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
4923.20303263,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
5133.18519718,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
5123.34163037,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
4923.03080334,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
17184.3688309,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
5015.07462453,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
5162.44175756,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
5137.52965575,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4795.59335175,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
5131.56481503,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
4755.68303348,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
4980.9569177,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
17195.316092,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
17185.8169838,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
4739.11539025,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
5142.51207612,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
4905.01500724,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
17193.0577481,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
5140.08150289,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
4910.80761868,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
4891.98163151,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
5035.17653526,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
17178.110487,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
17175.6799138,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
5153.4593372,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
4917.41042119,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
4917.41042119,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
17201.2809327,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
5133.01296789,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0
4897.94647224,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
17184.5410602,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1
17184.3688309,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
4784.81831995,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1
4751.33857491,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
4931.08175871,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0
4777.57755566,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1
4898.41220474,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
17197.4022067,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
4909.35946582,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
5008.47182202,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
4805.90265105,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1
4750.52838383,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
4910.1696569,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
5119.97959216,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
4911.61780975,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
17181.0067927,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
5150.3908022,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0
5132.8407386,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
5028.74596204,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
4889.89551687,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
5126.41016538,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
17185.9892131,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
4894.06774616,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
5038.07284098,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1
17174.0595316,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
4902.9288926,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
5108.22214,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
17186.4549456,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1
5157.63156649,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0
17199.4883213,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1
17197.574436,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
4991.266217,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
4961.49296874,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
5139.6157704,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
4907.10112189,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
4751.97653669,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1
4810.24710963,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
17179.3864106,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
5128.8407386,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
5130.75462396,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
17198.2123977,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
5070.74239495,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
4894.87793723,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
4988.83564378,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1
4805.09245998,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1
4909.35946582,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
4888.10290543,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0
17176.9558373,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
4749.89042205,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1
4807.35080391,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
4909.82519832,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
5131.56481503,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
17198.8503595,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
17185.8169838,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1
5123.68608895,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0
5035.34876455,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
4751.16634562,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1
