$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
10409.1644262,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10748.0913248,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10735.4211604,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
10760.969604,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
10418.8751643,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10399.8699176,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10412.5400821,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10418.8751643,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10729.2941929,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10779.9748506,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
10710.2889463,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10716.6240285,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
11109.3991259,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10409.372541,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
10734.7968162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10751.4669807,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
10760.969604,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
10754.6345218,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
10377.6971299,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
10707.1214051,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
10760.969604,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10735.6292751,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10757.8020629,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
11220.2630647,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
10760.969604,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
10729.2941929,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
10751.4669807,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
10729.2941929,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
10355.5243421,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
10688.1161585,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
10722.9591107,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
10710.2889463,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
10735.6292751,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
11229.765688,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
10745.1318984,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
10767.3046862,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
10761.1777187,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
10761.1777187,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
10510.9419712,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
10707.3295199,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
10735.8373898,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
10748.5075543,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
10773.8478831,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
11267.9842961,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
10767.5128009,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
10406.4131146,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
10403.2455735,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
37612.4236943,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
10726.3347665,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
10796.0206709,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10710.497061,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
10723.1672254,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
11122.2774051,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
10409.5806557,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
10412.7481968,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
10422.2508201,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
10739.004931,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
10773.8478831,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10716.8321432,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
10723.1672254,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
11125.4449462,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
10393.7429501,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
10415.9157379,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
10745.3400132,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
10789.6855887,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10700.9944377,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
10719.9996843,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
11125.4449462,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
10409.5806557,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
10412.7481968,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
10396.9104913,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10390.575409,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
10577.4603344,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
10900.5495275,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
10412.7481968,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
10729.5023076,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
10710.497061,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
10732.6698487,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11214.1360972,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
10735.8373898,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10761.1777187,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
10719.9996843,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11267.9842961,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
10789.6855887,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
10786.5180476,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
11198.2983917,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
10707.3295199,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
11204.6334739,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
10723.1672254,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
11112.7747817,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
10698.6593554,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
10729.9185371,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
11189.836342,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
37591.0833654,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
10682.1973057,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
37549.6972163,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
37550.1134457,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
37584.123939,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
10498.6880362,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
37565.7430365,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
37553.4891016,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
10761.3858334,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
11220.6792941,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
11193.2119978,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
10758.6345218,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
37575.4537746,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
10961.149038,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
11278.7356077,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
11230.1819175,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
10479.8909042,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
11214.7604414,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
10391.4078679,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
10885.3361661,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
37600.5859887,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
37578.6213157,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
