$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
42967.8212203,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
43847.1004818,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
33766.8595182,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
35904.6983144,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
38877.5027326,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
40342.6631568,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
32605.946844,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
33637.1212217,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
33864.9638961,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
35254.1767622,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
24707.4007986,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
26248.508781,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
93581.4438872,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
90196.8102424,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
137739.066596,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
129808.429114,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
46807.6826965,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
46005.266028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
38919.5287849,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
39549.2660697,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
