$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
31741.3183584,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
32391.0860705,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
24944.4865925,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
26523.9276165,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
28719.8800946,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
29802.4267623,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
24086.9431065,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24848.91277,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
25017.2156971,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
26043.661389,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
18252.4416316,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
19391.0892749,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
69128.6114631,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
66628.7101097,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
101746.722353,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
95888.7768814,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
34577.2262873,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
33984.7581084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
28750.1399588,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
29215.5758935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
63990.1664147,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
62596.2557255,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
51967.9294817,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48866.9462456,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
59974.9394382,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60688.8225511,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
46357.8319097,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49339.7973267,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
