$<obj,$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K
888.737197912,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
903.870357703,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
935.201081235,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
872.395813251,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
925.992856366,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
888.578363978,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
934.982195239,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
886.404517028,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
939.359915169,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
940.031586174,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
897.786588847,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
889.921705988,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
914.829670544,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
885.061175018,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
884.419530044,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
922.286807441,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
891.438894948,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
956.87079489,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
963.890159795,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
894.722184896,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
912.466963629,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
919.22240349,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
891.438894948,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
961.482413833,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
924.25678141,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
908.308129696,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0
919.675188499,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
971.128410695,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
895.393855901,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
921.675188499,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
867.50525625,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
883.498947011,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
867.520269265,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
887.235021967,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
876.494595123,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
899.7415498,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
865.784194309,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
886.797249974,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
891.84664091,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
874.086849161,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
899.930409765,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
881.106214065,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
897.318790823,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
855.05878048,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
875.430191171,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
887.687806976,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
926.679540387,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
896.896031845,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
884.593376994,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
894.458259852,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
882.857302037,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
909.138634635,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
888.767223943,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
890.533324931,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
923.803996401,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
912.874709591,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
886.797249974,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
919.207390474,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
910.451950614,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
885.717833007,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
909.81030564,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
892.065526906,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
890.110565953,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
915.720227546,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
