$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
6485.47239562,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6696.60535243,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6688.71253161,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6705.00487194,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6491.89870993,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6480.05947871,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6487.95229953,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6491.89870993,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6685.2728199,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6716.84410316,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6673.43358868,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6677.37999909,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6922.05744435,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6485.97909432,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6687.19243551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699.08525633,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
6705.00487194,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
6701.05846153,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
6466.24704229,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
6671.46038348,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6705.00487194,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6689.21923031,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
6703.03166674,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
6991.11962648,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
6705.00487194,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6685.2728199,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
6699.08525633,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
6685.2728199,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
6452.43460586,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
6659.62115225,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
6681.32640949,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6673.43358868,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
6689.21923031,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6997.03924209,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
6695.13884592,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6708.95128235,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
6705.51157064,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
6705.51157064,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
6549.62835954,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
6671.96708217,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6689.72592901,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6697.61874982,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
6713.40439145,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
7021.22440324,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
6709.45798105,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
6484.51258782,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6482.53938261,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23432.3720828,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
6683.8063134,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6727.21682788,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6673.94028738,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
6681.83310819,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
6930.45696387,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
6486.48579302,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6488.45899823,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
6494.37861384,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
6691.69913421,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6713.40439145,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6677.88669779,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
6681.83310819,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
6932.43016907,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
6476.619767,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6490.43220343,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
6695.64554462,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
6723.27041747,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6668.02067177,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
6679.85990299,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
6932.43016907,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
6486.48579302,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
6488.45899823,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
6478.59297221,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6474.6465618,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6591.06566882,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
6792.3325996,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
6488.45899823,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
6685.7795186,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6673.94028738,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6687.7527238,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6987.67991477,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6689.72592901,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6705.51157064,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6679.85990299,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7021.22440324,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
6723.27041747,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6721.29721227,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
6977.81388876,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
6671.96708217,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
6981.76029916,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6681.83310819,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
6924.53734825,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6668.07426136,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
6686.792916,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
6974.42776664,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
23420.5864412,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
6656.68813924,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
23394.4280749,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
23395.4414723,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
23415.1199347,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
6542.74893613,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
23404.8007996,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
23397.9213762,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
6706.01826934,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
6992.13302388,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
6976.90767054,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
6705.05846153,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
23411.2271139,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
6830.83689587,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
7030.18421104,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
6998.05263949,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
6531.4164036,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
6989.20001087,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
6476.6733566,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
6783.98666968,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
23426.5060568,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
23413.2003191,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
6454.46140066,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
7004.4789538,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
6680.87330039,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
23423.0663451,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
7000.07943429,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
6688.7661212,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
6663.11445355,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
6857.50196092,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
23403.7874022,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
23399.3878827,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
7019.75789673,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
6698.12544852,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
6698.12544852,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
