$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1179819.55241,0,0,0,0,0,0,0,0
1366534.96451,0,0,0,0,1,0,0,0
1193152.57512,1,0,0,0,0,0,0,0
1384844.01926,1,0,0,0,1,0,0,0
1213040.99776,0,0,0,0,0,0,1,0
1226374.02048,1,0,0,0,0,0,1,0
1399710.6021,0,0,0,0,1,0,1,0
1418019.65686,1,0,0,0,1,0,1,0
1238325.57508,0,0,0,1,0,0,0,0
1451559.75656,0,0,0,1,1,0,0,0
1271547.02044,0,0,0,1,0,0,1,0
1484738.01174,0,0,0,1,1,0,1,0
1251658.5978,1,0,0,1,0,0,0,0
1284880.04316,1,0,0,1,0,0,1,0
1469868.81132,1,0,0,1,1,0,0,0
1503047.0665,1,0,0,1,1,0,1,0
1217726.47769,0,1,0,0,0,0,0,0
1409195.42698,0,1,0,0,1,0,0,0
1231059.50041,1,1,0,0,0,0,0,0
1427504.48174,1,1,0,0,1,0,0,0
1276618.59439,0,1,0,1,0,0,0,0
1289951.6171,1,1,0,1,0,0,0,0
1494606.31305,0,1,0,1,1,0,0,0
1512915.36781,1,1,0,1,1,0,0,0
1250947.92305,0,1,0,0,0,0,1,0
1442371.06457,0,1,0,0,1,0,1,0
1309840.03974,0,1,0,1,0,0,1,0
1527784.56823,0,1,0,1,1,0,1,0
1264280.94577,1,1,0,0,0,0,1,0
1323173.06246,1,1,0,1,0,0,1,0
1460680.11933,1,1,0,0,1,0,1,0
1546093.62299,1,1,0,1,1,0,1,0
1254326.88169,0,0,0,0,0,1,0,0
1451307.15946,0,0,0,0,1,1,0,0
1267659.90441,1,0,0,0,0,1,0,0
1469616.21422,1,0,0,0,1,1,0,0
1287443.62358,0,0,0,0,0,1,1,0
1300776.6463,1,0,0,0,0,1,1,0
1484423.90136,0,0,0,0,1,1,1,0
1502732.95611,1,0,0,0,1,1,1,0
1292249.5125,0,1,0,0,0,1,0,0
1493983.32745,0,1,0,0,1,1,0,0
1325366.25439,0,1,0,0,0,1,1,0
1527100.06935,0,1,0,0,1,1,1,0
1305582.53521,1,1,0,0,0,1,0,0
1338699.27711,1,1,0,0,0,1,1,0
1512292.38221,1,1,0,0,1,1,0,0
1545409.1241,1,1,0,0,1,1,1,0
1312832.90436,0,0,0,1,0,1,0,0
1536334.56911,0,0,0,1,1,1,0,0
1326165.92708,1,0,0,1,0,1,0,0
1554643.62386,1,0,0,1,1,1,0,0
1351141.62919,0,1,0,1,0,1,0,0
1364474.65191,1,1,0,1,0,1,0,0
1579396.83111,0,1,0,1,1,1,0,0
1597705.88587,1,1,0,1,1,1,0,0
1345949.64626,0,0,0,1,0,1,1,0
1569448.69341,0,0,0,1,1,1,1,0
1384258.37108,0,1,0,1,0,1,1,0
1612510.95542,0,1,0,1,1,1,1,0
1359282.66898,1,0,0,1,0,1,1,0
1397591.3938,1,1,0,1,0,1,1,0
1587757.74817,1,0,0,1,1,1,1,0
1630820.01018,1,1,0,1,1,1,1,0
1192597.64677,0,0,1,0,0,0,0,0
1379313.05888,0,0,1,0,1,0,0,0
1205930.66949,1,0,1,0,0,0,0,0
1397622.11363,1,0,1,0,1,0,0,0
1225819.09213,0,0,1,0,0,0,1,0
1239152.11485,1,0,1,0,0,0,1,0
1412488.69647,0,0,1,0,1,0,1,0
1430797.75122,1,0,1,0,1,0,1,0
1251103.66945,0,0,1,1,0,0,0,0
1464337.85093,0,0,1,1,1,0,0,0
1284325.11481,0,0,1,1,0,0,1,0
1497516.10611,0,0,1,1,1,0,1,0
1264436.69217,1,0,1,1,0,0,0,0
1297658.13752,1,0,1,1,0,0,1,0
1482646.90569,1,0,1,1,1,0,0,0
1515825.16087,1,0,1,1,1,0,1,0
1267104.97606,0,0,1,0,0,1,0,0
1464085.25383,0,0,1,0,1,1,0,0
1280437.99877,1,0,1,0,0,1,0,0
1482394.30859,1,0,1,0,1,1,0,0
1325610.99873,0,0,1,1,0,1,0,0
1338944.02145,1,0,1,1,0,1,0,0
1549112.66347,0,0,1,1,1,1,0,0
1567421.71823,1,0,1,1,1,1,0,0
1300221.71795,0,0,1,0,0,1,1,0
1497201.99572,0,0,1,0,1,1,1,0
1358727.74063,0,0,1,1,0,1,1,0
1582226.78778,0,0,1,1,1,1,1,0
1313554.74067,1,0,1,0,0,1,1,0
1372060.76334,1,0,1,1,0,1,1,0
1515511.05048,1,0,1,0,1,1,1,0
1600535.84254,1,0,1,1,1,1,1,0
