$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
54620.764014,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
55738.2728461,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
42924.3512387,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
45641.7986072,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
49420.9637707,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
51283.2715767,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
41448.5458646,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
42759.150727,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
43048.7947723,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
44814.5545631,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
31407.5522914,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
33366.4081125,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
118963.119809,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
114660.147221,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
175098.583948,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
165016.523025,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
59502.7143221,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
58482.3742478,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
49475.2029511,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50275.4825907,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
110121.459396,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
107721.861963,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
89432.2886402,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
84094.8730323,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
103211.380027,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
104439.229448,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
79777.4871275,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84908.6348741,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
84743.123991,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
84205.5239924,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
74605.2720314,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
69764.3890727,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
239647.517976,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
236903.106203,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
328995.499318,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
316872.137504,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
128699.435278,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
127058.429393,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
114010.034034,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114562.047349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54800.0674707,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
56014.1243179,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
43489.8467559,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
46069.3683885,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
